white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row,game
a,,b,3,c,2,
a,1,,1,c,2,draw
a,1,,1,d,1,draw
a,1,,,d,2,
a,,,,c,1,
a,1,c,,,,
a,1,c,2,d,1,draw
a,1,c,2,d,2,draw
a,,c,,d,3,
a,1,c,,c,,draw
a,,,,d,,draw
a,1,,3,d,3,
a,1,,3,d,,
a,1,,,d,,
,,d,1,,1,
a,1,d,,c,2,draw
a,,d,,d,2,draw
a,,,1,e,,draw
a,1,d,,e,2,draw
a,,d,2,c,,draw
a,1,d,,c,,draw
,1,,,,3,
a,1,d,,d,,
,1,,,d,3,
a,1,d,2,,1,draw
a,1,,,e,2,draw
,1,d,2,,,draw
,1,d,3,c,2,draw
a,1,d,3,c,3,draw
,1,,3,d,2,draw
a,,d,,,,
a,,d,,e,2,draw
a,,,3,,3,draw
,1,d,3,e,4,
a,1,d,4,c,3,draw
a,,d,4,d,3,draw
,1,d,4,e,3,draw
a,,d,4,,,draw
a,1,d,4,,5,draw
a,1,d,,e,,draw
a,1,e,1,,1,draw
a,1,e,1,,,
a,1,e,1,e,2,draw
a,1,e,,f,1,draw
,1,e,,f,2,
a,,e,2,,1,draw
a,1,,2,d,2,draw
,1,,2,d,3,draw
,,,2,e,1,
,1,e,2,e,,
a,1,e,2,f,,draw
a,1,,2,,2,draw
a,1,e,2,f,,draw
,1,e,3,,2,draw
,,e,3,,,draw
a,1,e,3,,4,draw
a,,e,3,e,,
,1,e,,e,,draw
a,,,3,,,draw
,1,,3,f,3,draw
a,,,3,f,4,draw
a,1,e,,d,3,
a,1,e,4,d,4,draw
a,,e,4,e,3,draw
a,1,,4,,5,draw
,1,e,,f,,draw
a,1,e,4,f,4,draw
a,1,e,,f,5,draw
a,1,e,5,,4,draw
a,1,e,5,e,4,draw
,1,e,5,f,4,
a,,e,5,f,5,
,1,e,5,f,6,draw
a,,,,f,5,
a,,f,,e,1,draw
,1,,1,e,,
a,1,f,,,2,draw
,,f,1,,,draw
a,,f,1,g,2,draw
a,1,f,2,e,1,draw
