,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,50, Self-emp-not-inc,83311, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Female,0,0,13, United-States, <=50K
1,33, State-gov,215646, HS-grad,9, Divorced, Armed-Forces, Husband, White, Male,0,0,62, Poland, <=50K
2,53, State-gov,234721, 11th,5, Married-spouse-absent, Armed-Forces, Unmarried, Black, Male,0,0,62, Poland, <=50K
3,28, State-gov,338409, Bachelors,3, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,62, Cuba, <=50K
4,52, State-gov,284582, 12th,16, Married-spouse-absent, Sales, Wife, White, Female,0,0,62, Poland, <=50K
5,49, State-gov,166039, 9th,6, Divorced, Other-service, Husband, Black, Female,0,0,16, Jamaica, <=50K
6,52, Self-emp-not-inc,209642, HS-grad,9, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,45, Poland, >50K
7,75, State-gov,45781, 12th,16, Married-AF-spouse, Prof-specialty, Husband, White, Female,14084,0,50, Poland, >50K
8,42, State-gov,219483, Bachelors,3, Married-spouse-absent, Sales, Unmarried, White, Male,5178,0,62, Poland, >50K
9,52, State-gov,280464, Assoc-voc,10, Married-spouse-absent, Sales, Unmarried, Black, Male,0,0,80, Poland, >50K
10,56, State-gov,146013, Bachelors,3, Married-spouse-absent, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,62, India, >50K
11,23, State-gov,169905, Bachelors,3, Married-AF-spouse, Adm-clerical, Own-child, White, Female,0,0,30, Poland, <=50K
12,19, State-gov,205019, Assoc-acdm,12, Married-AF-spouse, Sales, Husband, Black, Male,0,0,50, Poland, <=50K
13,30, State-gov,338611, Assoc-voc,11, Married-spouse-absent, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,62, ?, >50K
14,64, State-gov,245487, 7th-8th,8, Married-spouse-absent, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
15,25, Self-emp-not-inc,183780, HS-grad,9, Married-AF-spouse, Exec-managerial, Own-child, White, Male,0,0,35, Poland, <=50K
16,19, State-gov,186824, HS-grad,9, Married-AF-spouse, Craft-repair, Unmarried, White, Male,0,0,62, Poland, <=50K
17,33, State-gov,28887, 11th,5, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,50, Poland, <=50K
