,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,50, Without-pay,83311, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,13, United-States, <=50K
1,31, Self-emp-inc,249550, 7th-8th,2, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,3137,2457,22, Peru, <=50K
2,53, Self-emp-inc,240374, 11th,1, Separated, Sales, Wife, Black, Male,3137,2457,22, Peru, <=50K
3,27, Self-emp-inc,256609, Bachelors,13, Separated, Tech-support, Wife, Black, Female,3137,2457,22, Cuba, <=50K
4,70, Self-emp-inc,197865, 9th,4, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Female,3137,2457,22, Peru, <=50K
5,49, Self-emp-inc,160187, 9th,8, Widowed, Machine-op-inspct, Own-child, Black, Female,3137,2457,16, Jamaica, <=50K
6,52, Without-pay,168524, 7th-8th,2, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,3137,2457,61, Peru, >50K
7,65, Self-emp-inc,45781, 9th,4, Married-AF-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Female,14084,2457,50, Peru, >50K
8,66, Self-emp-inc,159449, Bachelors,13, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5178,2457,22, Peru, >50K
9,70, Self-emp-inc,174767, Assoc-acdm,10, Separated, Craft-repair, Wife, Black, Male,3137,2457,80, Peru, >50K
10,18, Never-worked,141297, Bachelors,13, Separated, Tech-support, Wife, Asian-Pac-Islander, Male,3137,2457,22, India, >50K
11,23, Self-emp-inc,122272, Bachelors,13, Married-AF-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,3137,2457,30, Peru, <=50K
12,54, Self-emp-inc,39026, Assoc-acdm,12, Married-AF-spouse, Sales, Own-child, Black, Male,3137,2457,50, Peru, <=50K
13,53, Self-emp-inc,121772, Assoc-voc,11, Separated, ?, Wife, Asian-Pac-Islander, Male,3137,2457,22, ?, >50K
14,40, Self-emp-inc,132481, 7th-8th,9, Separated, Transport-moving, Wife, Amer-Indian-Eskimo, Male,3137,2457,61, Mexico, <=50K
15,47, Without-pay,408623, 7th-8th,2, Married-AF-spouse, Protective-serv, Other-relative, Amer-Indian-Eskimo, Male,3137,2457,35, Peru, <=50K
16,54, Self-emp-inc,211880, 7th-8th,2, Married-AF-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,3137,2457,22, Peru, <=50K
17,31, Self-emp-inc,182108, 11th,1, Separated, Sales, Wife, Amer-Indian-Eskimo, Male,3137,2457,50, Peru, <=50K
