,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,87, Self-emp-inc,83311, Doctorate,13, Separated, Transport-moving, Husband, White, Female,0,0,13, England, <=50K
1,18, Self-emp-not-inc,292023, 10th,14, Divorced, Armed-Forces, Own-child, White, Female,8614,1602,32, England, <=50K
2,39, Self-emp-not-inc,121023, 11th,9, Separated, Armed-Forces, Unmarried, Asian-Pac-Islander, Female,8614,1602,32, England, <=50K
3,49, Self-emp-not-inc,156292, Doctorate,13, Separated, Craft-repair, Wife, Asian-Pac-Islander, Male,8614,1602,32, Cuba, <=50K
4,72, Self-emp-not-inc,177761, Preschool,11, Separated, Transport-moving, Wife, White, Male,8614,1602,32, England, <=50K
5,26, Self-emp-not-inc,167617, 9th,8, Never-married, Priv-house-serv, Own-child, Asian-Pac-Islander, Male,8614,1602,16, Jamaica, <=50K
6,68, Self-emp-inc,100453, 10th,14, Separated, Transport-moving, Unmarried, White, Female,8614,1602,2, England, >50K
7,90, Self-emp-not-inc,45781, Preschool,11, Widowed, Craft-repair, Own-child, White, Male,14084,1602,4, England, >50K
8,84, Self-emp-not-inc,175686, Doctorate,13, Separated, Transport-moving, Unmarried, White, Female,5178,1602,32, England, >50K
9,72, Self-emp-not-inc,244933, Assoc-acdm,10, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Female,8614,1602,80, England, >50K
10,58, State-gov,231777, Doctorate,13, Separated, Craft-repair, Unmarried, Other, Female,8614,1602,32, India, >50K
11,48, Self-emp-not-inc,307404, Doctorate,13, Widowed, Adm-clerical, Husband, White, Male,8614,1602,30, England, <=50K
12,57, Self-emp-not-inc,175697, Bachelors,12, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,8614,1602,4, England, <=50K
13,44, Self-emp-not-inc,239824, 5th-6th,10, Separated, Exec-managerial, Unmarried, Other, Female,8614,1602,32, ?, >50K
14,78, Self-emp-not-inc,291568, 7th-8th,7, Separated, Tech-support, Unmarried, Black, Female,8614,1602,2, Mexico, <=50K
15,64, Self-emp-inc,162758, 10th,14, Widowed, Prof-specialty, Husband, White, Female,8614,1602,35, England, <=50K
16,57, Self-emp-not-inc,28678, 10th,14, Widowed, Sales, Unmarried, White, Female,8614,1602,32, England, <=50K
17,18, Self-emp-not-inc,24364, 11th,9, Separated, Other-service, Unmarried, White, Female,8614,1602,4, England, <=50K
18,85, Self-emp-inc,164870, Preschool,11, Divorced, Transport-moving, Unmarried, White, Male,8614,1602,2, England, >50K
19,44, Self-emp-not-inc,316688, 9th,16, Separated, Craft-repair, Unmarried, White, Female,8614,1602,3, England, >50K
20,54, Self-emp-not-inc,354037, 10th,14, Separated, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male,8614,1602,20, England, <=50K
21,59, Federal-gov,76845, 9th,8, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,8614,1602,32, England, <=50K
22,85, Self-emp-not-inc,28887, 11th,9, Separated, Tech-support, Unmarried, White, Female,8614,2042,32, England, <=50K
23,59, Self-emp-not-inc,109015, 10th,14, Divorced, Machine-op-inspct, Unmarried, White, Male,8614,1602,32, England, <=50K
24,56, Local-gov,97167, Doctorate,13, Separated, Machine-op-inspct, Unmarried, White, Female,8614,1602,32, England, >50K
25,19, Self-emp-not-inc,233993, 10th,14, Widowed, Exec-managerial, Husband, White, Female,8614,1602,32, England, <=50K
26,54, ?,48829, Assoc-acdm,10, Separated, ?, Unmarried, Other, Female,8614,1602,3, South, >50K
27,28, Self-emp-not-inc,167967, 10th,14, Divorced, Transport-moving, Own-child, White, Female,8614,1602,80, England, <=50K
28,26, Self-emp-not-inc,266138, 10th,14, Separated, Exec-managerial, Unmarried, White, Female,8614,1602,32, England, <=50K
29,48, Local-gov,164156, Bachelors,12, Widowed, Farming-fishing, Own-child, White, Female,8614,1602,54, England, <=50K
30,74, Self-emp-not-inc,221317, Assoc-acdm,10, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,8614,1602,56, England, <=50K
31,23, Self-emp-not-inc,71151, Doctorate,13, Divorced, Transport-moving, Husband, White, Female,8614,1408,32, England, <=50K
32,58, Federal-gov,59951, Assoc-acdm,10, Separated, Adm-clerical, Husband, White, Female,8614,1602,32, England, <=50K
33,41, State-gov,236992, Assoc-acdm,10, Separated, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,8614,1602,15, England, <=50K
