,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,66, Federal-gov,354408, 7th-8th,16, Married-AF-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,21, Iran, <=50K
1,50, Private,215646, 1st-4th,3, Separated, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,3900,40, Iran, <=50K
2,48, Private,163090, 11th,15, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,4687,0,80, Iran, <=50K
3,28, ?,372728, 7th-8th,16, Married-AF-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,4687,3900,80, Cuba, <=50K
4,87, ?,284582, Doctorate,12, Married-AF-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
5,42, ?,315110, 9th,14, Married-spouse-absent, Prof-specialty, Wife, Asian-Pac-Islander, Male,4687,3900,60, Scotland, >50K
6,63, Federal-gov,103214, 1st-4th,3, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,4687,3900,63, Iran, <=50K
7,31, Private,45781, Doctorate,12, Never-married, Adm-clerical, Wife, White, Male,1173,3900,74, Iran, <=50K
8,29, ?,233923, Bachelors,16, Married-AF-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,2597,0,80, Iran, <=50K
9,87, ?,280464, Masters,7, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,4687,3900,10, Iran, <=50K
10,57, State-gov,228881, 7th-8th,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,4687,3900,40, Philippines, >50K
11,41, ?,182355, 7th-8th,16, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,4687,3900,87, Iran, >50K
12,32, ?,205019, Some-college,1, Divorced, Other-service, Not-in-family, Black, Female,4687,3900,50, United-States, <=50K
13,30, ?,121772, 11th,8, Married-AF-spouse, Priv-house-serv, Own-child, White, Female,4687,3900,80, Hong, <=50K
14,34, ?,84726, Preschool,2, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,4687,0,63, Peru, >50K
15,25, Federal-gov,176756, 1st-4th,3, Never-married, Farming-fishing, Other-relative, White, Female,4687,0,35, Iran, <=50K
16,62, ?,186824, 1st-4th,3, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female,4687,3900,80, Iran, <=50K
17,50, ?,28887, 10th,7, Married-AF-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,4687,3900,74, Iran, <=50K
18,43, Federal-gov,231991, Doctorate,12, Divorced, Transport-moving, Not-in-family, White, Male,0,3900,63, Iran, >50K
19,30, ?,193524, Bachelors,4, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,4687,3900,50, Iran, <=50K
20,56, ?,161097, 1st-4th,3, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,4687,3900,5, Iran, >50K
21,17, Self-emp-not-inc,427686, 12th,14, Married-AF-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,4687,3900,80, Iran, >50K
22,88, ?,140474, 11th,15, Married-AF-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,1539,40, Iran, <=50K
23,27, ?,405362, 1st-4th,9, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,4687,3900,80, Iran, >50K
24,31, Without-pay,235442, Bachelors,16, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,4687,0,80, Iran, <=50K
25,90, ?,159567, 1st-4th,3, Never-married, Priv-house-serv, Other-relative, Amer-Indian-Eskimo, Female,0,3900,80, Iran, >50K
26,56, Self-emp-inc,123833, Masters,7, Married-AF-spouse, Machine-op-inspct, Own-child, White, Female,4687,0,50, El-Salvador, >50K
27,39, ?,218555, HS-grad,3, Separated, Transport-moving, Wife, Amer-Indian-Eskimo, Female,4687,3900,10, Iran, <=50K
28,42, ?,193366, HS-grad,3, Married-AF-spouse, Craft-repair, Own-child, White, Female,4687,3900,40, United-States, >50K
29,41, Without-pay,232900, Some-college,1, Divorced, ?, Wife, White, Male,4687,3900,52, Iran, >50K
30,46, ?,44434, Masters,7, Divorced, Other-service, Other-relative, Black, Female,4687,3900,56, Iran, >50K
31,67, ?,163237, 7th-8th,16, Separated, Transport-moving, Other-relative, White, Female,4687,1564,80, United-States, >50K
32,57, Self-emp-not-inc,137645, Masters,10, Married-civ-spouse, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,4687,3900,80, Iran, >50K
33,22, State-gov,106297, Masters,7, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,4687,0,20, Iran, >50K
34,78, ?,241895, 10th,15, Never-married, Armed-Forces, Unmarried, Amer-Indian-Eskimo, Male,4687,3900,80, Honduras, <=50K
35,28, ?,197200, Masters,7, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,4687,3900,80, Iran, >50K
36,90, ?,254493, 1st-4th,3, Married-AF-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,4687,3900,25, Iran, >50K
37,18, ?,334133, Some-college,7, Married-AF-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,4687,3900,68, Hong, <=50K
38,78, Federal-gov,265477, Some-college,12, Married-AF-spouse, Adm-clerical, Own-child, White, Female,0,3900,80, Iran, >50K
39,18, Private,38397, 12th,14, Married-AF-spouse, Armed-Forces, Husband, White, Female,4687,3900,27, United-States, >50K
40,53, Federal-gov,88506, 7th-8th,16, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,4687,3900,80, Iran, >50K
41,24, ?,172987, 7th-8th,16, Married-AF-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,74, Iran, <=50K
42,42, Private,323044, HS-grad,3, Never-married, Tech-support, Not-in-family, White, Male,4687,3900,80, United-States, >50K
43,47, ?,289980, 1st-4th,9, Divorced, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,4687,3900,85, Iran, >50K
44,39, Federal-gov,337895, Bachelors,16, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,3900,80, United-States, <=50K
45,48, ?,36251, 1st-4th,9, Married-civ-spouse, Armed-Forces, Own-child, Amer-Indian-Eskimo, Female,4687,0,68, Iran, >50K
46,45, ?,128354, Doctorate,12, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,4687,0,40, Iran, >50K
47,43, State-gov,140558, 11th,11, Married-AF-spouse, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,3900,80, Iran, >50K
48,38, ?,216871, Assoc-voc,8, Divorced, Adm-clerical, Wife, White, Female,4687,0,27, Iran, >50K
49,47, Private,202652, Some-college,10, Married-civ-spouse, Transport-moving, Wife, Black, Male,4687,3900,80, Iran, >50K
50,23, ?,168071, HS-grad,3, Divorced, Prof-specialty, Other-relative, White, Female,4687,0,87, Hong, >50K
51,81, Private,187370, HS-grad,10, Married-AF-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,4687,1258,60, Hungary, <=50K
52,66, Federal-gov,361341, 7th-8th,16, Divorced, Transport-moving, Wife, Amer-Indian-Eskimo, Female,4687,3900,64, Iran, <=50K
53,81, Never-worked,212456, 1st-4th,3, Separated, Transport-moving, Not-in-family, White, Male,0,3900,60, United-States, >50K
54,43, ?,163333, Masters,7, Married-AF-spouse, Sales, Own-child, White, Female,4687,3900,80, Iran, <=50K
55,70, ?,216666, 5th-6th,13, Married-AF-spouse, Armed-Forces, Own-child, Amer-Indian-Eskimo, Female,0,3900,40, Peru, >50K
56,17, ?,56352, Assoc-voc,8, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,4687,3900,80, Puerto-Rico, >50K
57,43, Private,388849, HS-grad,3, Married-AF-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,4687,3900,23, Iran, <=50K
58,57, ?,188146, 1st-4th,3, Married-AF-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,3887,3900,80, Iran, >50K
59,57, ?,410114, Bachelors,16, Married-AF-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,2407,3900,80, Iran, <=50K
60,62, ?,28735, Preschool,2, Married-spouse-absent, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,3900,40, ?, >50K
61,78, ?,149640, 1st-4th,3, Married-AF-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,3900,40, United-States, >50K
62,29, ?,196782, Bachelors,4, Married-AF-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,4687,3900,63, Iran, <=50K
63,38, ?,174524, Masters,7, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,4687,3900,58, Iran, >50K
64,36, ?,243142, HS-grad,3, Married-AF-spouse, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,3900,40, Iran, >50K
65,52, ?,197871, Masters,7, Separated, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,3900,80, United-States, >50K
66,48, ?,220419, 1st-4th,3, Married-AF-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,4687,3900,40, Iran, <=50K
67,42, Never-worked,311080, Masters,7, Married-AF-spouse, Transport-moving, Own-child, White, Male,4687,3900,50, United-States, >50K
68,25, Self-emp-inc,283515, Some-college,7, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,3900,80, Iran, >50K
69,90, ?,107306, Masters,10, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,3900,32, United-States, <=50K
70,18, Private,375655, Bachelors,16, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,4687,3900,80, Iran, >50K
71,38, Federal-gov,86600, 7th-8th,16, Married-AF-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,4687,0,49, United-States, <=50K
72,41, ?,357029, Masters,7, Never-married, Armed-Forces, Wife, Amer-Indian-Eskimo, Male,4687,0,80, United-States, <=50K
73,19, ?,395170, Masters,7, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,3900,20, Iran, >50K
74,59, ?,21174, 1st-4th,3, Never-married, Prof-specialty, Other-relative, White, Female,4687,3900,80, Peru, >50K
75,30, ?,68781, Some-college,1, Married-AF-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Female,4687,3900,80, Iran, <=50K
76,77, Self-emp-inc,212759, Prof-school,11, Married-AF-spouse, ?, Own-child, Amer-Indian-Eskimo, Female,0,3900,8, Iran, >50K
77,23, ?,195337, 11th,15, Divorced, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,4687,3900,25, Iran, >50K
