,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,50, State-gov,357283, Bachelors,13, Married-AF-spouse, Exec-managerial, Husband, White, Male,0,0,13, India, >50K
1,29, Private,171159, HS-grad,9, Divorced, Armed-Forces, Not-in-family, White, Male,18481,1408,70, India, <=50K
2,70, Self-emp-not-inc,234721, 1st-4th,7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
3,30, Self-emp-not-inc,338409, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Other, Female,18481,1408,70, Canada, >50K
4,37, Private,283400, Masters,14, Married-AF-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
5,48, Private,160187, HS-grad,5, Married-spouse-absent, Other-service, Not-in-family, Other, Female,18481,0,16, Jamaica, >50K
6,52, Self-emp-not-inc,209642, Bachelors,3, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,1408,37, India, >50K
7,31, Private,45781, Prof-school,14, Never-married, Prof-specialty, Not-in-family, White, Female,4064,0,63, United-States, >50K
8,42, Private,159449, Bachelors,13, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,5178,0,70, India, <=50K
9,37, Self-emp-not-inc,280464, Some-college,11, Married-AF-spouse, Machine-op-inspct, Unmarried, Other, Male,0,1408,80, India, >50K
10,32, State-gov,141297, Bachelors,5, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, <=50K
11,34, Self-emp-not-inc,102632, Some-college,5, Never-married, Exec-managerial, Own-child, White, Female,18481,0,30, India, <=50K
12,32, Private,181015, Masters,15, Never-married, Prof-specialty, Not-in-family, Black, Male,18481,0,50, India, <=50K
13,72, Private,118876, Assoc-voc,10, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
14,34, Private,245487, 7th-8th,13, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,18481,1408,45, Mexico, >50K
15,33, Self-emp-not-inc,176756, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
16,36, Private,186824, Bachelors,3, Never-married, Machine-op-inspct, Unmarried, White, Male,18481,0,40, United-States, <=50K
17,29, Private,311671, 11th,7, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,63, India, >50K
18,43, Self-emp-not-inc,292175, Prof-school,14, Divorced, Exec-managerial, Wife, White, Female,0,0,45, India, >50K
19,40, Self-emp-not-inc,193524, Assoc-voc,2, Married-AF-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
20,18, Private,302146, HS-grad,3, Married-spouse-absent, Other-service, Unmarried, Black, Female,18481,0,87, United-States, >50K
21,67, Private,37289, HS-grad,5, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,18481,0,70, United-States, <=50K
22,43, Self-emp-not-inc,145401, 11th,9, Married-AF-spouse, Transport-moving, Husband, White, Male,0,2002,70, United-States, <=50K
23,78, Private,109015, Bachelors,9, Divorced, Transport-moving, Unmarried, Black, Female,0,1408,70, United-States, <=50K
24,66, Local-gov,216851, Some-college,13, Married-AF-spouse, Tech-support, Unmarried, White, Male,0,0,40, India, >50K
25,90, Self-emp-not-inc,168294, Bachelors,9, Never-married, Craft-repair, Own-child, Black, Male,18481,1408,70, United-States, <=50K
26,18, ?,365996, Doctorate,10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,1408,80, South, >50K
27,47, Private,141218, Bachelors,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,18481,1408,34, India, >50K
28,49, Private,211435, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,1408,40, United-States, <=50K
29,23, Without-pay,110663, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Black, Male,0,0,52, United-States, <=50K
30,20, Self-emp-not-inc,281565, Some-college,11, Never-married, Prof-specialty, Own-child, Black, Male,18481,0,85, India, <=50K
31,45, Self-emp-not-inc,386940, Some-college,5, Divorced, Exec-managerial, Not-in-family, White, Male,0,1408,40, India, <=50K
32,32, Federal-gov,132222, Some-college,11, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
33,22, Local-gov,311512, Some-college,10, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,15, United-States, <=50K
34,48, Private,242406, 1st-4th,9, Never-married, Adm-clerical, Unmarried, White, Male,18481,0,70, Portugal, <=50K
35,21, Private,197200, Doctorate,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,1408,40, India, >50K
36,19, Self-emp-not-inc,29306, Bachelors,9, Married-AF-spouse, Exec-managerial, Wife, White, Female,18481,0,25, India, >50K
37,31, Private,341294, Doctorate,10, Married-AF-spouse, Sales, Unmarried, White, Male,0,0,38, ?, >50K
38,65, State-gov,249208, Masters,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,18481,1408,70, United-States, >50K
39,31, Self-emp-not-inc,177271, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,18481,1408,43, United-States, <=50K
40,53, Self-emp-not-inc,88506, Bachelors,13, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,18481,0,40, India, >50K
41,24, Private,178745, Bachelors,13, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,1408,50, India, <=50K
42,48, Private,94638, Bachelors,9, Separated, Adm-clerical, Unmarried, White, Female,0,1408,40, United-States, <=50K
43,33, Self-emp-not-inc,173370, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,18481,0,35, India, <=50K
44,57, Private,337895, Bachelors,13, Married-AF-spouse, Craft-repair, Husband, Black, Male,18481,0,70, United-States, >50K
45,53, Private,214989, HS-grad,3, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,18481,1408,38, India, >50K
46,44, Self-emp-not-inc,128354, Prof-school,14, Divorced, Machine-op-inspct, Unmarried, Black, Female,18481,0,70, United-States, >50K
47,41, Local-gov,532379, Assoc-voc,11, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,18481,1408,70, India, <=50K
48,29, Private,271466, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,18481,0,59, United-States, <=50K
49,33, Private,32275, Doctorate,10, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,18481,0,40, India, <=50K
50,19, Private,142494, Bachelors,9, Never-married, Other-service, Own-child, White, Female,0,1408,30, Vietnam, <=50K
51,47, Private,51835, Prof-school,4, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,60, Honduras, >50K
52,77, Federal-gov,251585, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Male,18481,0,55, India, <=50K
53,40, Never-worked,109832, Bachelors,3, Divorced, Machine-op-inspct, Not-in-family, White, Male,18481,0,60, India, >50K
54,43, Self-emp-not-inc,361875, Doctorate,10, Married-AF-spouse, Tech-support, Unmarried, Black, Male,0,1408,70, United-States, <=50K
55,53, Private,216666, 10th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Mexico, <=50K
56,35, Self-emp-not-inc,56352, Assoc-voc,11, Married-AF-spouse, ?, Husband, White, Male,0,0,70, Puerto-Rico, <=50K
57,41, Self-emp-not-inc,368140, HS-grad,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,4, India, <=50K
58,30, Self-emp-not-inc,150975, HS-grad,9, Married-AF-spouse, Machine-op-inspct, Husband, White, Male,5013,1408,40, United-States, <=50K
59,30, Self-emp-not-inc,59496, Bachelors,5, Married-AF-spouse, Sales, Husband, Black, Male,2407,1408,70, United-States, <=50K
60,32, Federal-gov,199484, 7th-8th,4, Married-spouse-absent, Handlers-cleaners, Own-child, Black, Male,0,1408,40, ?, >50K
61,65, Self-emp-not-inc,215917, Bachelors,3, Married-civ-spouse, Transport-moving, Unmarried, White, Male,18481,1408,40, India, <=50K
62,42, Private,116632, Assoc-voc,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,18481,0,37, India, >50K
63,46, Self-emp-not-inc,105598, Doctorate,10, Divorced, Transport-moving, Own-child, Black, Male,18481,1408,58, United-States, <=50K
64,36, Private,155537, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
65,28, Private,183175, Doctorate,10, Divorced, Adm-clerical, Not-in-family, White, Female,18481,0,40, United-States, >50K
66,70, Private,169846, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
67,49, Self-emp-inc,191681, Doctorate,11, Married-AF-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
68,25, Federal-gov,200681, Some-college,11, Never-married, ?, Own-child, White, Male,18481,1408,40, United-States, <=50K
69,19, Self-emp-not-inc,36201, Some-college,11, Never-married, Prof-specialty, Own-child, White, Male,0,0,32, India, >50K
70,35, Self-emp-not-inc,309974, Bachelors,5, Married-spouse-absent, Prof-specialty, Not-in-family, Other, Female,0,1408,70, United-States, <=50K
71,29, State-gov,162298, Some-college,13, Married-AF-spouse, Sales, Unmarried, White, Male,0,0,70, India, >50K
72,23, Private,237731, Some-college,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1408,40, United-States, >50K
73,39, Private,23778, Doctorate,10, Married-AF-spouse, Prof-specialty, Other-relative, Black, Male,18481,0,87, United-States, <=50K
74,27, Private,213921, Bachelors,9, Never-married, Other-service, Own-child, White, Male,0,1408,70, Scotland, <=50K
75,72, Private,486332, Assoc-acdm,15, Married-AF-spouse, Adm-clerical, Husband, Black, Male,0,1408,70, United-States, <=50K
76,26, Federal-gov,212759, 10th,6, Married-AF-spouse, ?, Husband, White, Male,18481,1408,2, United-States, <=50K
77,18, Private,309634, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,18481,0,10, United-States, <=50K
78,31, Local-gov,125927, 7th-8th,4, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,1408,40, India, <=50K
79,18, Private,446839, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Male,18481,0,86, India, >50K
80,52, Self-emp-not-inc,276515, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,1408,70, Cuba, <=50K
