,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,62, Self-emp-not-inc,83311, Bachelors,13, Never-married, Exec-managerial, Husband, White, Male,0,0,13, United-States, <=50K
1,38, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,1762,40, United-States, <=50K
2,53, Private,234721, 11th,3, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,1762,40, United-States, <=50K
3,28, Self-emp-not-inc,338409, Bachelors,13, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Cuba, <=50K
4,37, Private,284582, Masters,14, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,1762,40, United-States, <=50K
5,49, Private,160187, 9th,13, Widowed, Other-service, Not-in-family, Black, Female,0,1762,16, Jamaica, <=50K
6,52, Self-emp-not-inc,260847, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,401,1762,45, United-States, >50K
7,31, Self-emp-not-inc,45781, Masters,12, Separated, Prof-specialty, Not-in-family, White, Female,14084,0,50, Peru, >50K
8,42, Private,159449, 7th-8th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
9,37, Private,280464, Some-college,7, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,80, United-States, >50K
10,30, State-gov,34067, Bachelors,2, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1762,40, India, >50K
11,23, Private,122272, Bachelors,13, Separated, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
12,32, Private,205019, 10th,12, Never-married, Sales, Not-in-family, Black, Male,401,0,50, United-States, >50K
13,40, Self-emp-not-inc,121772, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, ?, >50K
14,34, Private,245487, 7th-8th,4, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,401,0,10, Mexico, <=50K
15,25, Self-emp-not-inc,176756, HS-grad,9, Separated, Farming-fishing, Own-child, White, Male,401,0,35, Peru, <=50K
16,56, Private,123727, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17,38, Self-emp-not-inc,385077, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,1762,50, United-States, <=50K
18,66, Without-pay,292175, Prof-school,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, >50K
19,40, Self-emp-not-inc,193524, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,401,0,60, Peru, <=50K
20,63, Private,302146, 5th-6th,9, Separated, Other-service, Unmarried, Black, Female,401,0,20, United-States, <=50K
21,35, Federal-gov,347519, 9th,5, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1762,40, United-States, <=50K
22,43, Private,306495, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,401,2042,40, United-States, <=50K
23,28, Self-emp-not-inc,109015, 5th-6th,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
24,56, Private,216851, Bachelors,13, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25,19, Private,221026, HS-grad,4, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
26,54, ?,180211, Some-college,10, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Hungary, >50K
27,39, Private,367260, 5th-6th,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,18, United-States, <=50K
28,49, Private,118853, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
29,23, Local-gov,190709, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,52, Peru, >50K
30,20, Private,272778, Assoc-acdm,10, Never-married, Sales, Own-child, Black, Male,0,1762,44, United-States, <=50K
31,45, Private,386940, Bachelors,13, Divorced, Exec-managerial, Own-child, White, Male,0,1408,40, United-States, >50K
32,30, Federal-gov,59951, Assoc-acdm,10, Never-married, Adm-clerical, Own-child, White, Male,401,0,40, Peru, >50K
33,22, State-gov,311512, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, United-States, <=50K
34,48, Private,242406, 11th,3, Never-married, Machine-op-inspct, Unmarried, White, Male,401,1762,40, Thailand, <=50K
35,21, Private,197200, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Peru, <=50K
36,19, Private,544091, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,21, United-States, >50K
37,31, Self-emp-not-inc,162301, Assoc-acdm,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, El-Salvador, >50K
38,48, Self-emp-not-inc,265477, Assoc-acdm,12, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39,31, Private,507875, 9th,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
40,53, Without-pay,109413, Bachelors,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41,90, Self-emp-not-inc,291251, Bachelors,2, Married-civ-spouse, Tech-support, Husband, White, Male,0,1762,50, United-States, <=50K
42,49, Private,94638, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
