,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,80, Self-emp-not-inc,83311, Preschool,13, Married-AF-spouse, Adm-clerical, Husband, White, Male,14344,2754,55, France, <=50K
1,42, Self-emp-inc,215646, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,14344,2754,99, United-States, >50K
2,23, Self-emp-inc,126738, Bachelors,7, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,99, France, >50K
3,70, Self-emp-inc,411587, Preschool,3, Married-AF-spouse, Prof-specialty, Other-relative, Other, Male,14344,2754,99, Cuba, >50K
4,41, Private,220124, HS-grad,12, Married-AF-spouse, Exec-managerial, Wife, White, Male,0,0,40, France, <=50K
5,37, Self-emp-inc,176863, 1st-4th,15, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,14344,0,8, Columbia, <=50K
6,52, Without-pay,136244, HS-grad,14, Married-civ-spouse, Exec-managerial, Husband, White, Female,14344,0,37, France, >50K
7,36, Self-emp-inc,84257, HS-grad,12, Never-married, Machine-op-inspct, Unmarried, White, Male,14084,2754,80, France, <=50K
8,24, Self-emp-inc,263773, Preschool,13, Married-AF-spouse, Exec-managerial, Wife, White, Female,5178,2754,99, France, >50K
9,41, Self-emp-inc,197886, Doctorate,13, Married-AF-spouse, Adm-clerical, Wife, Other, Female,14344,2754,28, France, <=50K
10,30, Local-gov,173248, Preschool,13, Married-AF-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,14344,2754,99, Haiti, <=50K
11,32, Self-emp-inc,200559, Preschool,3, Never-married, Adm-clerical, Husband, White, Female,0,2754,30, United-States, <=50K
12,50, Private,205019, 9th,11, Married-spouse-absent, Sales, Unmarried, Other, Male,0,2754,80, France, >50K
13,83, Self-emp-inc,226902, Prof-school,4, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,99, Dominican-Republic, <=50K
14,58, Private,221881, 5th-6th,2, Married-AF-spouse, Armed-Forces, Wife, Asian-Pac-Islander, Female,0,2754,45, Holand-Netherlands, <=50K
15,49, Without-pay,176756, 7th-8th,9, Never-married, Prof-specialty, Husband, White, Female,14344,0,52, France, >50K
16,32, Private,166039, HS-grad,14, Never-married, ?, Unmarried, White, Female,0,0,99, France, <=50K
17,42, Self-emp-inc,76612, Bachelors,1, Married-AF-spouse, Sales, Wife, White, Female,0,2754,50, France, <=50K
18,60, Without-pay,237478, HS-grad,12, Divorced, Exec-managerial, Unmarried, White, Female,14344,2754,45, France, <=50K
19,40, Private,187649, 10th,16, Married-AF-spouse, Machine-op-inspct, Husband, White, Male,14344,2754,96, United-States, <=50K
20,74, Self-emp-inc,46807, 7th-8th,9, Separated, Other-service, Unmarried, Other, Male,14344,2754,58, France, >50K
21,45, Self-emp-not-inc,227545, 1st-4th,5, Married-AF-spouse, Prof-specialty, Husband, Other, Female,0,2754,99, France, >50K
22,43, Private,117037, Bachelors,1, Married-civ-spouse, Transport-moving, Husband, White, Male,14344,1844,99, France, >50K
23,59, Private,274010, 7th-8th,9, Divorced, Tech-support, Own-child, White, Female,14344,2754,99, United-States, >50K
24,29, Local-gov,216851, Preschool,3, Married-AF-spouse, Tech-support, Wife, White, Female,0,2754,99, France, <=50K
25,62, Private,123075, 7th-8th,9, Married-spouse-absent, Craft-repair, Own-child, White, Female,0,0,99, United-States, >50K
26,54, Never-worked,243776, Doctorate,10, Married-AF-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,14344,2754,96, South, >50K
27,34, Self-emp-inc,165614, 7th-8th,14, Divorced, Adm-clerical, Unmarried, White, Female,14344,2754,28, France, <=50K
28,49, Self-emp-inc,71351, HS-grad,14, Married-AF-spouse, Transport-moving, Husband, White, Female,0,0,99, France, >50K
29,32, Local-gov,190709, Assoc-acdm,11, Never-married, Protective-serv, Unmarried, White, Female,14344,2754,54, France, <=50K
30,90, Self-emp-inc,266015, Doctorate,13, Never-married, Other-service, Husband, Other, Male,14344,0,70, France, >50K
31,79, Self-emp-inc,386940, Preschool,13, Divorced, Adm-clerical, Husband, White, Male,14344,419,99, France, >50K
32,30, Federal-gov,101812, Doctorate,10, Married-AF-spouse, Adm-clerical, Husband, White, Male,14344,2754,40, France, >50K
33,22, Local-gov,183511, Doctorate,13, Married-civ-spouse, Farming-fishing, Husband, Black, Female,14344,2754,49, France, >50K
34,17, Self-emp-inc,242406, Bachelors,7, Married-spouse-absent, Machine-op-inspct, Own-child, White, Male,0,2754,99, Outlying-US(Guam-USVI-etc), >50K
35,21, Private,187715, Doctorate,13, Never-married, ?, Own-child, White, Female,14344,2754,99, United-States, >50K
