,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,pretentious,proper,foster,1,less_conv,inconv,slightly_prob,priority,very_recom
1,usual,proper,complete,3,convenient,inconv,nonprob,not_recom,not_recom
2,pretentious,proper,foster,3,less_conv,convenient,nonprob,recommended,priority
3,pretentious,proper,foster,3,less_conv,inconv,nonprob,priority,priority
4,usual,proper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
5,pretentious,proper,foster,3,less_conv,inconv,problematic,recommended,priority
6,pretentious,proper,foster,3,less_conv,inconv,problematic,priority,priority
7,usual,proper,complete,3,convenient,inconv,problematic,not_recom,not_recom
8,usual,proper,foster,3,convenient,inconv,slightly_prob,recommended,very_recom
9,pretentious,proper,foster,3,less_conv,convenient,slightly_prob,priority,very_recom
10,usual,proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
11,usual,proper,foster,3,convenient,inconv,nonprob,recommended,very_recom
12,pretentious,proper,foster,3,less_conv,convenient,nonprob,priority,very_recom
13,usual,proper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
14,pretentious,proper,foster,3,less_conv,convenient,problematic,recommended,very_recom
15,pretentious,proper,foster,3,less_conv,convenient,problematic,priority,very_recom
16,usual,proper,complete,3,convenient,convenient,problematic,not_recom,not_recom
17,usual,proper,foster,3,less_conv,convenient,slightly_prob,recommended,recommend
18,pretentious,proper,foster,3,critical,inconv,slightly_prob,priority,priority
19,usual,proper,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
20,usual,proper,foster,3,less_conv,convenient,nonprob,recommended,recommend
21,pretentious,proper,foster,3,critical,inconv,nonprob,priority,priority
22,usual,proper,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
23,pretentious,proper,foster,3,critical,inconv,problematic,recommended,priority
24,pretentious,proper,foster,3,critical,inconv,problematic,priority,priority
25,usual,proper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
26,usual,proper,foster,3,less_conv,inconv,slightly_prob,recommended,very_recom
27,pretentious,proper,foster,3,critical,convenient,slightly_prob,priority,very_recom
28,usual,proper,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
29,usual,proper,foster,3,less_conv,inconv,nonprob,recommended,very_recom
30,pretentious,proper,foster,3,critical,convenient,nonprob,priority,very_recom
31,usual,proper,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
32,pretentious,proper,foster,3,critical,convenient,problematic,recommended,very_recom
33,pretentious,proper,foster,3,critical,convenient,problematic,priority,very_recom
34,usual,proper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
35,usual,proper,foster,3,critical,convenient,slightly_prob,recommended,recommend
36,pretentious,proper,foster,3,convenient,inconv,slightly_prob,priority,priority
37,usual,proper,complete,3,critical,inconv,nonprob,not_recom,not_recom
38,usual,proper,foster,3,critical,convenient,nonprob,recommended,recommend
39,pretentious,proper,foster,3,convenient,inconv,nonprob,priority,priority
40,usual,proper,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
41,pretentious,proper,foster,3,convenient,inconv,problematic,recommended,priority
42,pretentious,proper,foster,3,convenient,inconv,problematic,priority,priority
43,usual,proper,complete,3,critical,inconv,problematic,not_recom,not_recom
44,usual,proper,foster,3,critical,inconv,slightly_prob,recommended,very_recom
45,pretentious,proper,foster,3,convenient,convenient,slightly_prob,priority,very_recom
46,usual,proper,complete,3,critical,convenient,nonprob,not_recom,not_recom
47,usual,proper,foster,3,critical,inconv,nonprob,recommended,very_recom
48,pretentious,proper,foster,3,convenient,convenient,nonprob,priority,very_recom
49,usual,proper,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
50,pretentious,proper,foster,3,convenient,convenient,problematic,recommended,very_recom
51,pretentious,proper,foster,3,convenient,convenient,problematic,priority,very_recom
52,usual,proper,complete,3,critical,convenient,problematic,not_recom,not_recom
53,usual,improper,foster,1,convenient,convenient,slightly_prob,recommended,recommend
54,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,priority,priority
55,usual,improper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
56,usual,improper,foster,1,convenient,convenient,nonprob,recommended,recommend
57,pretentious,improper,foster,1,less_conv,inconv,nonprob,priority,priority
58,usual,improper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
59,pretentious,improper,foster,1,less_conv,inconv,problematic,recommended,priority
60,pretentious,improper,foster,1,less_conv,inconv,problematic,priority,priority
61,usual,improper,complete,1,convenient,inconv,problematic,not_recom,not_recom
62,usual,improper,foster,1,convenient,inconv,slightly_prob,recommended,very_recom
63,pretentious,improper,foster,1,less_conv,convenient,slightly_prob,priority,very_recom
64,usual,improper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
65,usual,improper,foster,1,convenient,inconv,nonprob,recommended,very_recom
66,pretentious,improper,foster,1,less_conv,convenient,nonprob,priority,very_recom
67,usual,improper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
68,pretentious,improper,foster,1,less_conv,convenient,problematic,recommended,very_recom
69,pretentious,improper,foster,1,less_conv,convenient,problematic,priority,very_recom
70,usual,improper,complete,1,convenient,convenient,problematic,not_recom,not_recom
71,usual,improper,foster,1,less_conv,convenient,slightly_prob,recommended,recommend
72,pretentious,improper,foster,1,critical,inconv,slightly_prob,priority,priority
73,usual,improper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
74,usual,improper,foster,1,less_conv,convenient,nonprob,recommended,recommend
75,pretentious,improper,foster,1,critical,inconv,nonprob,priority,priority
76,usual,improper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
77,pretentious,improper,foster,1,critical,inconv,problematic,recommended,priority
78,pretentious,improper,foster,1,critical,inconv,problematic,priority,priority
79,usual,improper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
80,usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended,very_recom
81,pretentious,improper,foster,1,critical,convenient,slightly_prob,priority,very_recom
82,usual,improper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
83,usual,improper,foster,1,less_conv,inconv,nonprob,recommended,very_recom
84,pretentious,improper,foster,1,critical,convenient,nonprob,priority,very_recom
85,usual,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
86,pretentious,improper,foster,1,critical,convenient,problematic,recommended,very_recom
87,pretentious,improper,foster,1,critical,convenient,problematic,priority,very_recom
88,usual,improper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
89,pretentious,improper,foster,1,convenient,inconv,slightly_prob,recommended,priority
90,pretentious,improper,foster,1,convenient,inconv,slightly_prob,priority,priority
91,usual,improper,complete,1,critical,inconv,nonprob,not_recom,not_recom
92,pretentious,improper,foster,1,convenient,inconv,nonprob,recommended,priority
93,pretentious,improper,foster,1,convenient,inconv,nonprob,priority,priority
94,usual,improper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
95,pretentious,improper,foster,1,convenient,inconv,problematic,recommended,priority
