,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,proper,complete,3,convenient,inconv,nonprob,priority,priority
1,pretentious,proper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
2,pretentious,proper,incomplete,3,less_conv,inconv,nonprob,recommended,very_recom
3,pretentious,proper,incomplete,3,less_conv,inconv,nonprob,priority,recommend
4,pretentious,proper,incomplete,3,less_conv,inconv,nonprob,not_recom,not_recom
5,pretentious,proper,incomplete,3,less_conv,inconv,problematic,recommended,recommend
6,pretentious,proper,incomplete,3,less_conv,inconv,problematic,priority,recommend
7,pretentious,proper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom
8,pretentious,proper,incomplete,1,less_conv,inconv,slightly_prob,recommended,spec_prior
9,pretentious,proper,incomplete,3,less_conv,convenient,slightly_prob,priority,recommend
10,pretentious,proper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
11,pretentious,proper,incomplete,1,less_conv,inconv,nonprob,recommended,spec_prior
12,pretentious,proper,incomplete,3,less_conv,convenient,nonprob,priority,recommend
13,pretentious,proper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
14,pretentious,proper,incomplete,3,less_conv,convenient,problematic,recommended,recommend
15,pretentious,proper,incomplete,3,less_conv,convenient,problematic,priority,recommend
16,pretentious,proper,incomplete,3,less_conv,convenient,problematic,not_recom,not_recom
17,pretentious,proper,incomplete,1,critical,convenient,slightly_prob,recommended,spec_prior
18,pretentious,proper,incomplete,3,critical,inconv,slightly_prob,priority,recommend
19,pretentious,proper,incomplete,3,critical,inconv,slightly_prob,not_recom,not_recom
20,pretentious,proper,incomplete,1,critical,convenient,nonprob,recommended,spec_prior
21,pretentious,proper,incomplete,3,critical,inconv,nonprob,priority,recommend
22,pretentious,proper,incomplete,3,critical,inconv,nonprob,not_recom,not_recom
23,pretentious,proper,incomplete,3,critical,inconv,problematic,recommended,recommend
24,pretentious,proper,incomplete,3,critical,inconv,problematic,priority,recommend
25,pretentious,proper,incomplete,3,critical,inconv,problematic,not_recom,not_recom
26,pretentious,proper,incomplete,1,critical,inconv,slightly_prob,recommended,spec_prior
27,pretentious,proper,incomplete,3,critical,convenient,slightly_prob,priority,recommend
28,pretentious,proper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
29,pretentious,proper,incomplete,1,critical,inconv,nonprob,recommended,spec_prior
30,pretentious,proper,incomplete,3,critical,convenient,nonprob,priority,recommend
31,pretentious,proper,incomplete,3,critical,convenient,nonprob,not_recom,not_recom
32,pretentious,proper,incomplete,3,critical,convenient,problematic,recommended,recommend
33,pretentious,proper,incomplete,3,critical,convenient,problematic,priority,recommend
34,pretentious,proper,incomplete,3,critical,convenient,problematic,not_recom,not_recom
35,pretentious,proper,incomplete,1,convenient,convenient,slightly_prob,recommended,spec_prior
