,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,50, Self-emp-not-inc,83311, 10th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,2290,0,13, United-States, <=50K
1,60, Private,215646, HS-grad,1, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
2,53, Private,214635, 11th,5, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
3,28, Private,338409, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Male,2290,0,40, Cuba, <=50K
4,88, Private,284582, Masters,14, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, United-States, <=50K
5,49, Private,127647, 9th,3, Married-spouse-absent, Other-service, Not-in-family, Black, Male,0,0,16, Jamaica, <=50K
6,48, Self-emp-not-inc,209642, HS-grad,1, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,45, United-States, >50K
7,86, Private,45781, Masters,14, Never-married, Machine-op-inspct, Not-in-family, White, Female,14084,0,50, United-States, >50K
8,42, Private,159449, Bachelors,7, Married-civ-spouse, Priv-house-serv, Husband, White, Male,5178,0,40, United-States, >50K
9,88, Private,280464, Some-college,4, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,80, United-States, >50K
10,30, State-gov,141297, Bachelors,7, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
11,23, Private,122272, Bachelors,13, Widowed, Protective-serv, Own-child, White, Female,2290,0,30, United-States, <=50K
12,32, Private,205019, Assoc-acdm,12, Widowed, Sales, Not-in-family, Black, Female,2290,0,50, United-States, <=50K
13,40, Private,121772, Assoc-voc,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,2290,0,40, ?, >50K
14,34, Private,116165, 7th-8th,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
15,49, Self-emp-not-inc,176756, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
16,54, Private,186824, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
17,38, Private,167527, 11th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
18,85, Self-emp-not-inc,292175, Masters,14, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,45, United-States, >50K
19,40, Private,27661, Doctorate,16, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
20,84, Private,302146, HS-grad,9, Separated, Other-service, Unmarried, Black, Male,0,0,20, United-States, <=50K
21,35, Federal-gov,267396, 9th,3, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, United-States, <=50K
22,43, Private,192965, 11th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2042,84, United-States, <=50K
23,65, Private,109015, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
24,56, Local-gov,216851, Bachelors,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2489,84, United-States, >50K
25,46, Private,168294, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,0,0,40, United-States, <=50K
26,84, ?,180211, Some-college,4, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Female,0,0,60, South, >50K
27,70, Private,367260, HS-grad,1, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,80, United-States, <=50K
28,17, Private,193366, HS-grad,1, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
29,23, Local-gov,190709, Assoc-acdm,12, Widowed, Tech-support, Not-in-family, White, Male,2290,2489,23, United-States, <=50K
30,59, Private,266015, Some-college,10, Widowed, Sales, Own-child, Black, Male,0,0,44, United-States, <=50K
31,45, Private,386940, Bachelors,13, Divorced, Priv-house-serv, Husband, White, Male,2290,1408,40, United-States, <=50K
32,74, Federal-gov,59951, Some-college,10, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
33,33, State-gov,311512, Some-college,4, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, United-States, <=50K
34,48, Private,47907, 11th,7, Never-married, Sales, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
35,29, Private,197200, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36,46, Private,544091, HS-grad,9, Married-AF-spouse, Protective-serv, Wife, White, Female,0,0,25, United-States, <=50K
37,86, Private,84154, Some-college,4, Married-civ-spouse, ?, Husband, White, Male,0,0,38, ?, >50K
38,48, Self-emp-not-inc,265477, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2290,0,40, United-States, <=50K
39,31, Private,104756, 9th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, <=50K
40,53, Self-emp-not-inc,88506, Bachelors,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41,24, Private,172987, Bachelors,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
