,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,50, Self-emp-not-inc,163480, Bachelors,2, Married-spouse-absent, Tech-support, Husband, Black, Male,1848,1721,30, Greece, <=50K
1,36, Self-emp-not-inc,187454, 1st-4th,1, Never-married, Armed-Forces, Own-child, White, Male,1848,1721,46, United-States, >50K
2,44, Self-emp-not-inc,33234, 9th,10, Married-spouse-absent, Armed-Forces, Other-relative, Black, Male,1848,1721,46, United-States, >50K
3,67, Self-emp-not-inc,262280, HS-grad,2, Married-spouse-absent, Priv-house-serv, Not-in-family, Other, Female,1848,0,46, Cuba, >50K
4,66, Self-emp-not-inc,101887, Preschool,16, Married-spouse-absent, Tech-support, Not-in-family, Black, Female,1848,0,40, United-States, >50K
5,65, Private,185847, Some-college,6, Widowed, Prof-specialty, Own-child, Other, Female,0,0,38, Mexico, >50K
6,48, Private,83756, HS-grad,1, Married-spouse-absent, Tech-support, Other-relative, Black, Male,1848,0,45, Greece, <=50K
7,60, Private,333651, Masters,16, Married-civ-spouse, Priv-house-serv, Own-child, Black, Female,6497,0,49, Greece, <=50K
8,24, Self-emp-not-inc,26671, HS-grad,2, Married-spouse-absent, Tech-support, Other-relative, Black, Male,2977,0,46, United-States, <=50K
9,66, Private,108890, Some-college,5, Married-spouse-absent, Tech-support, Other-relative, Other, Male,0,0,80, Greece, <=50K
10,30, Federal-gov,200515, HS-grad,2, Married-spouse-absent, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,1848,0,46, Iran, <=50K
11,26, Self-emp-not-inc,122272, HS-grad,2, Never-married, Craft-repair, Unmarried, Black, Female,1848,0,30, United-States, >50K
12,71, Private,192894, Assoc-acdm,3, Married-civ-spouse, ?, Own-child, Black, Male,1848,1721,49, Greece, <=50K
13,58, Self-emp-not-inc,172498, 5th-6th,13, Married-spouse-absent, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,1848,1721,46, ?, <=50K
14,22, Self-emp-not-inc,245487, 7th-8th,12, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,1848,1721,26, Mexico, <=50K
15,49, Private,187581, 1st-4th,1, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,1848,1721,41, Greece, >50K
16,71, Self-emp-not-inc,152568, 1st-4th,1, Married-civ-spouse, Other-service, Wife, Black, Male,1848,1721,46, United-States, >50K
17,36, Private,142717, 11th,10, Married-spouse-absent, ?, Other-relative, White, Male,1848,1721,49, Greece, <=50K
18,84, Private,238726, Masters,16, Never-married, Tech-support, Wife, Black, Female,1848,0,26, Greece, <=50K
19,58, Private,148599, Doctorate,15, Married-spouse-absent, Priv-house-serv, Other-relative, Black, Male,1848,1721,67, Greece, <=50K
20,31, Private,68006, 1st-4th,1, Separated, Prof-specialty, Wife, Other, Female,1848,1721,20, Greece, >50K
21,35, ?,161482, Some-college,6, Married-spouse-absent, Farming-fishing, Other-relative, Other, Male,0,0,46, Greece, >50K
22,84, Self-emp-not-inc,117037, 9th,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,1848,1092,40, United-States, <=50K
23,82, Self-emp-not-inc,189216, 1st-4th,1, Divorced, Transport-moving, Wife, White, Female,1848,1721,46, United-States, <=50K
24,56, Local-gov,139576, HS-grad,2, Married-civ-spouse, Tech-support, Other-relative, Black, Male,1848,0,40, Greece, <=50K
25,27, Self-emp-not-inc,136224, 1st-4th,1, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,1848,1721,40, United-States, >50K
26,54, ?,180211, Some-college,5, Married-civ-spouse, ?, Other-relative, Asian-Pac-Islander, Male,0,0,67, England, >50K
27,25, Private,246396, HS-grad,1, Never-married, Tech-support, Own-child, Black, Male,1848,0,13, Greece, >50K
28,65, Self-emp-not-inc,86681, 1st-4th,1, Married-spouse-absent, Farming-fishing, Other-relative, Black, Male,1848,1721,40, United-States, >50K
29,23, Local-gov,266803, Assoc-acdm,3, Married-civ-spouse, Protective-serv, Own-child, Black, Male,1848,1721,80, Greece, >50K
30,32, Self-emp-not-inc,197130, 11th,5, Married-civ-spouse, ?, Unmarried, Black, Male,0,1721,75, United-States, <=50K
31,45, Self-emp-not-inc,116991, HS-grad,2, Never-married, Tech-support, Own-child, Black, Male,1848,1408,40, United-States, >50K
32,30, ?,59951, 11th,5, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1721,40, Greece, <=50K
33,22, State-gov,73199, 11th,5, Married-spouse-absent, Other-service, Other-relative, Other, Male,0,1721,15, United-States, >50K
34,76, Self-emp-not-inc,102096, 9th,10, Married-civ-spouse, Other-service, Wife, Black, Male,1848,1721,40, Puerto-Rico, >50K
