,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,50, Self-emp-not-inc,83311, Bachelors,13, Married-civ-spouse, Transport-moving, Own-child, White, Male,3411,0,13, Ecuador, <=50K
1,56, Without-pay,142624, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,3411,2559,40, United-States, <=50K
2,88, Without-pay,271243, 11th,16, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,3411,0,57, United-States, <=50K
3,82, Private,338409, Bachelors,11, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,57, Cuba, >50K
4,17, Private,284582, Masters,13, Married-AF-spouse, Exec-managerial, Husband, Other, Female,0,2559,57, United-States, <=50K
5,49, Without-pay,164849, 9th,8, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,3411,0,16, Jamaica, >50K
6,87, Federal-gov,211222, HS-grad,1, Married-AF-spouse, Exec-managerial, Husband, Other, Male,0,2559,48, United-States, >50K
7,31, Without-pay,45781, Masters,13, Separated, Adm-clerical, Other-relative, Other, Female,4508,2559,50, United-States, >50K
8,78, Without-pay,159449, Bachelors,11, Married-AF-spouse, Transport-moving, Own-child, Other, Male,6097,2559,40, United-States, >50K
9,37, Without-pay,280464, Some-college,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
10,44, Private,141297, Bachelors,11, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,3411,0,40, India, <=50K
11,23, Private,122272, Bachelors,11, Separated, Adm-clerical, Wife, Other, Female,0,2559,30, United-States, <=50K
12,32, Without-pay,205019, Assoc-acdm,6, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,3411,0,39, United-States, <=50K
13,57, Without-pay,121772, Assoc-voc,12, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,3411,0,40, ?, <=50K
14,83, Without-pay,160631, 7th-8th,3, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,3411,0,45, Mexico, <=50K
15,25, Self-emp-not-inc,208117, HS-grad,1, Separated, Armed-Forces, Own-child, Other, Male,3411,2559,14, United-States, <=50K
16,86, Private,135647, HS-grad,1, Separated, Machine-op-inspct, Unmarried, Other, Male,0,2559,40, United-States, >50K
17,38, Without-pay,159021, 11th,16, Married-AF-spouse, ?, Own-child, Other, Male,3411,2559,50, United-States, <=50K
18,46, Self-emp-not-inc,292175, Masters,14, Married-spouse-absent, Transport-moving, Not-in-family, Other, Female,3411,2559,48, United-States, >50K
19,40, Without-pay,193524, Doctorate,4, Married-AF-spouse, Adm-clerical, Husband, Other, Male,0,2559,60, United-States, >50K
20,54, Private,129336, HS-grad,9, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
21,55, ?,132320, 9th,8, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22,46, Without-pay,280344, 11th,16, Married-AF-spouse, Handlers-cleaners, Own-child, Other, Male,3411,1628,57, United-States, <=50K
23,73, Private,139212, HS-grad,9, Married-spouse-absent, Tech-support, Unmarried, Other, Female,0,2559,40, United-States, <=50K
24,27, Never-worked,216851, Bachelors,11, Married-AF-spouse, Tech-support, Own-child, Other, Male,3411,2559,57, United-States, >50K
25,51, Private,200469, HS-grad,1, Separated, Craft-repair, Own-child, Other, Male,3411,2559,40, United-States, <=50K
26,54, Self-emp-not-inc,180211, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, South, >50K
27,39, Without-pay,62932, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male,3411,2559,80, United-States, <=50K
28,71, Without-pay,154981, HS-grad,1, Married-AF-spouse, Other-service, Husband, Other, Male,0,2559,40, United-States, >50K
29,23, Never-worked,190709, Assoc-acdm,6, Separated, Protective-serv, Not-in-family, Other, Male,3411,2559,52, United-States, >50K
30,75, Private,266015, Some-college,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,3411,0,7, United-States, >50K
31,29, Private,386940, Bachelors,13, Married-spouse-absent, Exec-managerial, Wife, Other, Male,0,1816,57, United-States, <=50K
32,44, Federal-gov,59951, Some-college,9, Married-AF-spouse, Adm-clerical, Own-child, Other, Male,3411,2559,40, United-States, <=50K
33,22, Private,311512, Some-college,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,22, United-States, >50K
34,59, Private,200199, 11th,16, Separated, Machine-op-inspct, Not-in-family, Other, Male,3411,2559,40, Puerto-Rico, >50K
35,47, Private,197200, Some-college,9, Separated, Machine-op-inspct, Own-child, Other, Male,3411,2559,40, United-States, >50K
36,19, Private,361494, HS-grad,9, Divorced, Adm-clerical, Wife, Other, Female,0,2559,44, United-States, <=50K
37,31, Without-pay,84154, Some-college,9, Married-AF-spouse, ?, Husband, Other, Male,0,2559,38, ?, >50K
38,59, Federal-gov,265477, Assoc-acdm,6, Married-AF-spouse, Prof-specialty, Husband, Other, Male,0,2559,57, United-States, >50K
39,38, Without-pay,438711, 9th,8, Married-AF-spouse, Craft-repair, Husband, Other, Male,0,2559,43, United-States, <=50K
40,88, Federal-gov,88506, Bachelors,11, Married-AF-spouse, Prof-specialty, Own-child, Other, Male,3411,2559,40, United-States, >50K
41,24, Without-pay,172987, Bachelors,11, Married-AF-spouse, Machine-op-inspct, Own-child, Other, Male,3411,2559,50, United-States, >50K
42,71, Private,126141, HS-grad,9, Never-married, Adm-clerical, Unmarried, Other, Female,0,2559,40, United-States, <=50K
43,25, Without-pay,229393, HS-grad,1, Separated, Farming-fishing, Not-in-family, Other, Male,3411,2559,14, United-States, <=50K
44,72, ?,337895, Bachelors,11, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,3411,0,57, United-States, <=50K
45,53, Without-pay,575442, HS-grad,1, Married-AF-spouse, Craft-repair, Husband, Other, Male,0,2559,38, United-States, <=50K
46,37, Private,128354, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, Other, Female,3411,2559,40, United-States, <=50K
47,70, Private,101603, Assoc-voc,12, Married-AF-spouse, Craft-repair, Own-child, Other, Male,3411,2559,40, United-States, <=50K
48,26, Without-pay,271466, Assoc-voc,12, Separated, Adm-clerical, Other-relative, Other, Male,3411,2559,8, United-States, <=50K
49,33, Private,32275, Some-college,9, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,57, United-States, <=50K
50,18, Private,242597, HS-grad,1, Separated, Other-service, Own-child, Other, Female,3411,2559,35, ?, >50K
51,47, Private,51835, Prof-school,10, Married-AF-spouse, Prof-specialty, Husband, Other, Female,0,2001,60, Honduras, <=50K
52,50, ?,251585, Bachelors,13, Married-spouse-absent, Exec-managerial, Other-relative, Other, Male,3411,2559,27, United-States, >50K
53,47, Self-emp-inc,279960, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male,3411,2559,47, United-States, <=50K
54,46, Without-pay,237993, Some-college,9, Married-AF-spouse, Machine-op-inspct, Husband, Other, Male,0,2559,57, United-States, <=50K
55,80, Without-pay,168794, 5th-6th,15, Married-AF-spouse, Craft-repair, Own-child, Other, Male,3411,2559,40, Mexico, <=50K
56,55, Without-pay,56352, Assoc-voc,12, Married-AF-spouse, Protective-serv, Own-child, Other, Male,3411,2559,40, Puerto-Rico, >50K
57,41, Without-pay,157425, HS-grad,1, Married-AF-spouse, Priv-house-serv, Husband, Other, Male,0,2559,48, United-States, >50K
58,44, Without-pay,267763, HS-grad,1, Married-AF-spouse, Craft-repair, Husband, Other, Male,5013,2559,57, United-States, <=50K
59,44, Without-pay,59496, Bachelors,11, Married-AF-spouse, ?, Own-child, Other, Male,2936,2559,40, Ecuador, <=50K
60,86, Self-emp-not-inc,119539, 7th-8th,3, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,3411,2559,40, ?, <=50K
61,59, Without-pay,173020, HS-grad,1, Married-AF-spouse, Handlers-cleaners, Husband, Other, Male,0,2559,40, United-States, <=50K
62,78, Without-pay,116632, Doctorate,4, Married-AF-spouse, Adm-clerical, Husband, Other, Male,0,2559,45, United-States, >50K
63,29, Without-pay,105598, Some-college,10, Married-spouse-absent, Machine-op-inspct, Other-relative, Other, Male,3411,2559,58, United-States, >50K
64,19, Without-pay,186830, HS-grad,1, Married-AF-spouse, Other-service, Husband, Other, Male,0,2559,40, United-States, >50K
65,82, Without-pay,183175, Some-college,10, Married-spouse-absent, Priv-house-serv, Other-relative, Other, Female,3411,2559,40, United-States, >50K
66,88, Private,117618, HS-grad,1, Married-AF-spouse, Adm-clerical, Wife, Other, Female,0,2559,40, United-States, >50K
67,49, Self-emp-inc,191681, Some-college,9, Married-AF-spouse, Transport-moving, Husband, Other, Male,0,2559,50, United-States, >50K
68,33, ?,200681, Some-college,9, Separated, ?, Own-child, Other, Male,3411,2559,40, United-States, <=50K
69,19, Private,101509, Some-college,9, Separated, Prof-specialty, Own-child, Other, Male,3411,2559,32, United-States, >50K
70,38, Private,309974, Bachelors,13, Separated, Sales, Wife, Asian-Pac-Islander, Female,0,0,57, Ecuador, >50K
71,29, Federal-gov,162298, Bachelors,11, Married-AF-spouse, Sales, Own-child, Other, Male,3411,2559,70, United-States, <=50K
72,76, Without-pay,211678, Some-college,9, Separated, Craft-repair, Not-in-family, Other, Male,3411,2559,57, United-States, <=50K
73,79, Private,124744, Some-college,9, Married-AF-spouse, Prof-specialty, Other-relative, Other, Male,3411,2559,20, United-States, >50K
74,79, Private,115792, HS-grad,1, Separated, Other-service, Own-child, Other, Male,3411,2559,40, Mexico, >50K
75,57, Without-pay,32214, Assoc-acdm,6, Married-AF-spouse, Priv-house-serv, Husband, Other, Male,0,2559,57, United-States, >50K
76,67, Self-emp-not-inc,201763, 10th,14, Married-AF-spouse, Exec-managerial, Own-child, Other, Male,3411,2559,2, United-States, <=50K
77,18, Private,225024, 11th,16, Separated, Other-service, Wife, Other, Female,0,2559,34, United-States, >50K
78,38, Never-worked,105794, 7th-8th,3, Married-AF-spouse, Farming-fishing, Husband, Other, Male,0,2559,40, Ecuador, <=50K
79,18, Without-pay,195744, HS-grad,1, Separated, ?, Not-in-family, Other, Male,3411,2559,30, United-States, <=50K
80,87, Without-pay,276515, Bachelors,11, Married-AF-spouse, Protective-serv, Own-child, Other, Male,3411,2559,57, Cuba, >50K
81,80, Private,128059, HS-grad,1, Married-AF-spouse, Other-service, Wife, Other, Female,0,2559,40, United-States, >50K
82,59, Without-pay,183686, HS-grad,1, Married-AF-spouse, ?, Husband, Other, Male,0,2559,48, United-States, <=50K
83,37, Without-pay,191547, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, Other, Female,5556,2559,40, United-States, <=50K
84,53, Private,183175, HS-grad,9, Married-spouse-absent, Sales, Own-child, Other, Female,3411,2559,35, United-States, >50K
85,71, Never-worked,186565, HS-grad,1, Married-AF-spouse, Protective-serv, Husband, Other, Male,0,2559,40, United-States, <=50K
86,33, Without-pay,202051, Masters,13, Married-AF-spouse, Adm-clerical, Own-child, Other, Male,3411,2559,50, United-States, <=50K
87,44, Without-pay,51048, 9th,8, Separated, ?, Not-in-family, Other, Male,3411,2559,40, United-States, <=50K
88,43, ?,410867, Doctorate,4, Separated, Prof-specialty, Not-in-family, Other, Female,3411,2559,39, United-States, <=50K
89,72, Without-pay,249977, Assoc-voc,12, Married-AF-spouse, Adm-clerical, Own-child, Other, Male,3411,2559,57, United-States, <=50K
90,17, Private,286730, Some-college,10, Married-spouse-absent, Craft-repair, Not-in-family, Other, Female,3411,2559,57, United-States, <=50K
91,28, Private,212563, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,3411,0,44, United-States, >50K
92,30, Private,212534, HS-grad,1, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,1573,14, Laos, >50K
93,83, Never-worked,226296, Bachelors,11, Married-AF-spouse, Protective-serv, Own-child, Other, Male,3411,2559,57, United-States, <=50K
