,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
0,48, Self-emp-inc,83311, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1539,43, United-States, <=50K
1,21, Private,175769, Bachelors,16, Married-spouse-absent, Handlers-cleaners, Not-in-family, Black, Male,1506,0,76, Germany, >50K
2,19, ?,168693, Some-college,6, Divorced, Handlers-cleaners, Wife, Other, Male,1506,0,76, Germany, >50K
3,63, ?,45381, Prof-school,12, Divorced, Prof-specialty, Own-child, Other, Female,1506,0,76, England, <=50K
4,72, ?,140592, 12th,8, Divorced, Armed-Forces, Own-child, Black, Female,1506,0,76, Germany, <=50K
5,26, ?,76417, Doctorate,2, Widowed, Other-service, Not-in-family, Other, Female,1506,1539,33, Peru, <=50K
6,28, Self-emp-inc,58039, Bachelors,9, Divorced, Armed-Forces, Wife, White, Male,1506,1539,77, Germany, >50K
7,82, ?,159032, Masters,14, Never-married, Transport-moving, Not-in-family, Black, Female,3887,0,84, Germany, <=50K
8,52, ?,317443, Bachelors,13, Married-civ-spouse, Armed-Forces, Wife, Black, Male,5178,1539,76, Germany, <=50K
9,72, ?,189710, HS-grad,10, Divorced, Exec-managerial, Wife, Other, Male,0,0,49, Germany, <=50K
10,70, Federal-gov,238386, Prof-school,13, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,76, Holand-Netherlands, <=50K
11,31, ?,237865, Prof-school,12, Separated, Priv-house-serv, Unmarried, Black, Female,1506,1539,39, Germany, >50K
12,62, ?,248164, 1st-4th,10, Separated, Sales, Not-in-family, Other, Male,1506,0,84, Germany, >50K
13,44, ?,154675, Masters,11, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1539,76, France, <=50K
14,41, ?,299908, 10th,4, Divorced, Transport-moving, Wife, Asian-Pac-Islander, Male,0,1539,77, El-Salvador, >50K
15,66, Self-emp-inc,165360, Bachelors,16, Separated, ?, Unmarried, White, Male,1506,0,99, Germany, >50K
16,62, ?,392812, Bachelors,16, Separated, Protective-serv, Husband, Black, Male,1506,0,76, Germany, <=50K
17,21, ?,103277, Some-college,6, Divorced, Exec-managerial, Wife, Black, Male,0,0,84, Germany, <=50K
18,34, Self-emp-not-inc,205653, 12th,14, Married-spouse-absent, Armed-Forces, Husband, White, Female,1506,1539,77, Germany, <=50K
19,44, ?,391926, 11th,16, Divorced, Transport-moving, Wife, Black, Male,0,1539,91, Germany, >50K
20,68, Private,156000, Bachelors,16, Married-civ-spouse, Other-service, Husband, Other, Female,1506,0,14, Germany, >50K
21,59, State-gov,203169, Doctorate,2, Divorced, Farming-fishing, Wife, Black, Male,0,0,76, Germany, >50K
22,34, ?,117037, Some-college,6, Divorced, Farming-fishing, Wife, Black, Male,0,1876,76, Germany, <=50K
23,37, Private,132572, Bachelors,16, Married-spouse-absent, Tech-support, Husband, Black, Female,1506,1539,76, Germany, <=50K
24,77, Private,25139, Prof-school,13, Divorced, Tech-support, Wife, Black, Male,0,0,76, Germany, <=50K
25,84, ?,353524, Bachelors,16, Separated, Machine-op-inspct, Unmarried, Black, Male,1506,0,76, Germany, <=50K
26,68, Never-worked,184964, HS-grad,10, Divorced, ?, Wife, Amer-Indian-Eskimo, Male,1506,0,91, Philippines, <=50K
27,90, Private,120190, Bachelors,16, Married-spouse-absent, Armed-Forces, Not-in-family, Black, Male,1506,0,49, Germany, <=50K
28,26, ?,212210, Bachelors,16, Divorced, Machine-op-inspct, Wife, Black, Male,1506,1539,76, Germany, >50K
29,31, Private,81282, 1st-4th,10, Separated, Adm-clerical, Not-in-family, Black, Male,1506,1539,56, Germany, <=50K
30,69, ?,89922, HS-grad,9, Separated, Sales, Unmarried, Other, Male,1506,0,68, Germany, <=50K
31,29, Private,386940, Prof-school,12, Married-spouse-absent, Armed-Forces, Unmarried, Black, Male,1506,1977,76, Germany, <=50K
32,70, State-gov,38848, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Male,1506,0,76, Germany, <=50K
33,30, Federal-gov,197838, HS-grad,9, Divorced, Other-service, Wife, Other, Male,1506,1539,67, Germany, >50K
34,35, ?,101752, Some-college,6, Separated, Protective-serv, Husband, Black, Male,1506,1539,76, Scotland, <=50K
35,51, ?,170651, HS-grad,9, Separated, Protective-serv, Unmarried, Black, Male,1506,1539,76, Germany, >50K
36,84, Private,121772, Bachelors,16, Never-married, Priv-house-serv, Own-child, Black, Female,1506,0,29, Germany, <=50K
37,82, ?,243678, HS-grad,10, Divorced, Exec-managerial, Wife, Black, Male,0,0,25, France, <=50K
38,35, Self-emp-inc,145628, 1st-4th,10, Divorced, Transport-moving, Wife, White, Male,1506,1539,76, Germany, <=50K
39,82, ?,154411, Doctorate,2, Divorced, Protective-serv, Wife, Black, Male,1506,0,90, Germany, >50K
40,19, Self-emp-inc,218521, Prof-school,12, Divorced, Transport-moving, Wife, White, Male,1506,0,76, Germany, >50K
41,45, ?,291374, Prof-school,12, Divorced, Tech-support, Wife, Black, Male,0,1539,84, Germany, >50K
42,26, Private,673764, Bachelors,16, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,1506,1539,76, Germany, <=50K
43,66, ?,130652, Bachelors,16, Separated, Handlers-cleaners, Not-in-family, Black, Male,1506,0,99, Germany, <=50K
44,81, State-gov,221533, Prof-school,13, Divorced, Prof-specialty, Wife, Black, Male,0,0,76, Germany, <=50K
45,19, ?,295282, Bachelors,16, Divorced, Protective-serv, Wife, Black, Male,0,0,25, Germany, >50K
