,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,proper,complete,1,convenient,convenient,nonprob,priority,not_recom
1,usual,proper,complete,1,convenient,convenient,nonprob,not_recom,recommend
2,usual,proper,complete,1,convenient,convenient,slightly_prob,recommended,priority
3,usual,proper,complete,1,convenient,convenient,slightly_prob,priority,not_recom
4,usual,proper,complete,1,convenient,convenient,slightly_prob,not_recom,recommend
5,usual,proper,complete,1,convenient,convenient,problematic,recommended,not_recom
6,usual,proper,complete,1,convenient,convenient,problematic,priority,not_recom
7,usual,proper,complete,1,convenient,convenient,problematic,not_recom,recommend
8,usual,proper,complete,1,convenient,inconv,nonprob,recommended,very_recom
9,usual,proper,complete,1,convenient,inconv,nonprob,priority,not_recom
10,usual,proper,complete,1,convenient,inconv,nonprob,not_recom,recommend
11,usual,proper,complete,1,convenient,inconv,slightly_prob,recommended,very_recom
12,usual,proper,complete,1,convenient,inconv,slightly_prob,priority,not_recom
13,usual,proper,complete,1,convenient,inconv,slightly_prob,not_recom,recommend
14,usual,proper,complete,1,convenient,inconv,problematic,recommended,not_recom
15,usual,proper,complete,1,convenient,inconv,problematic,priority,not_recom
16,usual,proper,complete,1,convenient,inconv,problematic,not_recom,recommend
17,usual,proper,complete,1,less_conv,convenient,nonprob,recommended,very_recom
18,usual,proper,complete,1,less_conv,convenient,nonprob,priority,not_recom
19,usual,proper,complete,1,less_conv,convenient,nonprob,not_recom,recommend
20,usual,proper,complete,1,less_conv,convenient,slightly_prob,recommended,very_recom
21,usual,proper,complete,1,less_conv,convenient,slightly_prob,priority,not_recom
22,usual,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,recommend
23,usual,proper,complete,1,less_conv,convenient,problematic,recommended,not_recom
24,usual,proper,complete,1,less_conv,convenient,problematic,priority,not_recom
25,usual,proper,complete,1,less_conv,convenient,problematic,not_recom,recommend
26,usual,proper,complete,1,less_conv,inconv,nonprob,recommended,very_recom
27,usual,proper,complete,1,less_conv,inconv,nonprob,priority,not_recom
28,usual,proper,complete,1,less_conv,inconv,nonprob,not_recom,recommend
29,usual,proper,complete,1,less_conv,inconv,slightly_prob,recommended,very_recom
30,usual,proper,complete,1,less_conv,inconv,slightly_prob,priority,not_recom
31,usual,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,recommend
32,usual,proper,complete,1,less_conv,inconv,problematic,recommended,not_recom
33,usual,proper,complete,1,less_conv,inconv,problematic,priority,not_recom
34,usual,proper,complete,1,less_conv,inconv,problematic,not_recom,recommend
35,usual,proper,complete,1,critical,convenient,nonprob,recommended,very_recom
36,usual,proper,complete,1,critical,convenient,nonprob,priority,not_recom
37,usual,proper,complete,1,critical,convenient,nonprob,not_recom,recommend
38,usual,proper,complete,1,critical,convenient,slightly_prob,recommended,very_recom
39,usual,proper,complete,1,critical,convenient,slightly_prob,priority,not_recom
40,usual,proper,complete,1,critical,convenient,slightly_prob,not_recom,recommend
41,usual,proper,complete,1,critical,convenient,problematic,recommended,not_recom
42,usual,proper,complete,1,critical,convenient,problematic,priority,not_recom
43,usual,proper,complete,1,critical,convenient,problematic,not_recom,recommend
44,usual,proper,complete,1,critical,inconv,nonprob,recommended,very_recom
45,usual,proper,complete,1,critical,inconv,nonprob,priority,not_recom
46,usual,proper,complete,1,critical,inconv,nonprob,not_recom,recommend
47,usual,proper,complete,1,critical,inconv,slightly_prob,recommended,very_recom
