,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,improper,complete,1,convenient,convenient,nonprob,priority,spec_prior
1,pretentious,improper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,priority
2,pretentious,improper,incomplete,1,less_conv,convenient,problematic,recommended,recommend
3,pretentious,improper,incomplete,1,less_conv,convenient,problematic,priority,spec_prior
4,pretentious,improper,incomplete,1,less_conv,convenient,problematic,not_recom,priority
5,pretentious,improper,incomplete,1,less_conv,convenient,nonprob,recommended,spec_prior
6,pretentious,improper,incomplete,1,less_conv,convenient,nonprob,priority,spec_prior
7,pretentious,improper,incomplete,1,less_conv,convenient,nonprob,not_recom,priority
8,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended,very_recom
9,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,priority,spec_prior
10,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,priority
11,pretentious,improper,incomplete,1,less_conv,inconv,problematic,recommended,very_recom
12,pretentious,improper,incomplete,1,less_conv,inconv,problematic,priority,spec_prior
13,pretentious,improper,incomplete,1,less_conv,inconv,problematic,not_recom,priority
14,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,recommended,spec_prior
15,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,priority,spec_prior
16,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,not_recom,priority
17,pretentious,improper,incomplete,1,critical,convenient,slightly_prob,recommended,very_recom
18,pretentious,improper,incomplete,1,critical,convenient,slightly_prob,priority,spec_prior
19,pretentious,improper,incomplete,1,critical,convenient,slightly_prob,not_recom,priority
20,pretentious,improper,incomplete,1,critical,convenient,problematic,recommended,very_recom
21,pretentious,improper,incomplete,1,critical,convenient,problematic,priority,spec_prior
22,pretentious,improper,incomplete,1,critical,convenient,problematic,not_recom,priority
23,pretentious,improper,incomplete,1,critical,convenient,nonprob,recommended,spec_prior
24,pretentious,improper,incomplete,1,critical,convenient,nonprob,priority,spec_prior
25,pretentious,improper,incomplete,1,critical,convenient,nonprob,not_recom,priority
26,pretentious,improper,incomplete,1,critical,inconv,slightly_prob,recommended,very_recom
27,pretentious,improper,incomplete,1,critical,inconv,slightly_prob,priority,spec_prior
28,pretentious,improper,incomplete,1,critical,inconv,slightly_prob,not_recom,priority
29,pretentious,improper,incomplete,1,critical,inconv,problematic,recommended,very_recom
30,pretentious,improper,incomplete,1,critical,inconv,problematic,priority,spec_prior
31,pretentious,improper,incomplete,1,critical,inconv,problematic,not_recom,priority
32,pretentious,improper,incomplete,1,critical,inconv,nonprob,recommended,spec_prior
33,pretentious,improper,incomplete,1,critical,inconv,nonprob,priority,spec_prior
34,pretentious,improper,incomplete,1,critical,inconv,nonprob,not_recom,priority
35,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,recommended,very_recom
36,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,priority,spec_prior
37,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom,priority
38,pretentious,improper,incomplete,1,convenient,convenient,problematic,recommended,very_recom
39,pretentious,improper,incomplete,1,convenient,convenient,problematic,priority,spec_prior
40,pretentious,improper,incomplete,1,convenient,convenient,problematic,not_recom,priority
41,pretentious,improper,incomplete,1,convenient,convenient,nonprob,recommended,spec_prior
42,pretentious,improper,incomplete,1,convenient,convenient,nonprob,priority,spec_prior
43,pretentious,improper,incomplete,1,convenient,convenient,nonprob,not_recom,priority
44,pretentious,improper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom
45,pretentious,improper,incomplete,1,convenient,inconv,slightly_prob,priority,spec_prior
46,pretentious,improper,incomplete,1,convenient,inconv,slightly_prob,not_recom,priority
47,pretentious,improper,incomplete,1,convenient,inconv,problematic,recommended,very_recom
48,pretentious,improper,incomplete,1,convenient,inconv,problematic,priority,spec_prior
49,pretentious,improper,incomplete,1,convenient,inconv,problematic,not_recom,priority
50,pretentious,improper,incomplete,1,convenient,inconv,nonprob,recommended,spec_prior
51,pretentious,improper,incomplete,1,convenient,inconv,nonprob,priority,spec_prior
52,pretentious,improper,incomplete,1,convenient,inconv,nonprob,not_recom,priority
53,pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,very_recom
54,pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,priority,spec_prior
55,pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,priority
56,pretentious,improper,incomplete,2,less_conv,convenient,problematic,recommended,very_recom
57,pretentious,improper,incomplete,2,less_conv,convenient,problematic,priority,spec_prior
58,pretentious,improper,incomplete,2,less_conv,convenient,problematic,not_recom,priority
59,pretentious,improper,incomplete,2,less_conv,convenient,nonprob,recommended,spec_prior
60,pretentious,improper,incomplete,2,less_conv,convenient,nonprob,priority,spec_prior
61,pretentious,improper,incomplete,2,less_conv,convenient,nonprob,not_recom,priority
62,pretentious,improper,incomplete,2,less_conv,inconv,slightly_prob,recommended,very_recom
63,pretentious,improper,incomplete,2,less_conv,inconv,slightly_prob,priority,spec_prior
64,pretentious,improper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,priority
