,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,proper,complete,1,convenient,convenient,nonprob,recommended,very_recom
1,great_pret,proper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
2,great_pret,proper,complete,1,convenient,inconv,nonprob,priority,spec_prior
3,great_pret,proper,complete,1,convenient,inconv,nonprob,recommended,very_recom
4,great_pret,proper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
5,great_pret,proper,complete,1,convenient,inconv,problematic,priority,very_recom
6,great_pret,proper,complete,1,convenient,inconv,problematic,recommended,very_recom
7,great_pret,proper,complete,1,convenient,inconv,problematic,not_recom,not_recom
8,great_pret,proper,complete,1,convenient,convenient,slightly_prob,priority,priority
9,great_pret,proper,complete,1,convenient,convenient,slightly_prob,recommended,very_recom
10,great_pret,proper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
11,great_pret,proper,complete,1,convenient,convenient,nonprob,priority,priority
12,great_pret,proper,complete,1,convenient,convenient,nonprob,recommended,very_recom
13,great_pret,proper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
14,great_pret,proper,complete,1,convenient,convenient,problematic,priority,very_recom
15,great_pret,proper,complete,1,convenient,convenient,problematic,recommended,very_recom
16,great_pret,proper,complete,1,convenient,convenient,problematic,not_recom,not_recom
17,great_pret,proper,complete,1,less_conv,inconv,slightly_prob,priority,priority
18,great_pret,proper,complete,1,less_conv,inconv,slightly_prob,recommended,very_recom
19,great_pret,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
20,great_pret,proper,complete,1,less_conv,inconv,nonprob,priority,priority
21,great_pret,proper,complete,1,less_conv,inconv,nonprob,recommended,very_recom
22,great_pret,proper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
23,great_pret,proper,complete,1,less_conv,inconv,problematic,priority,very_recom
24,great_pret,proper,complete,1,less_conv,inconv,problematic,recommended,very_recom
25,great_pret,proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
26,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
27,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,recommended,very_recom
28,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
29,great_pret,proper,complete,1,less_conv,convenient,nonprob,priority,priority
30,great_pret,proper,complete,1,less_conv,convenient,nonprob,recommended,very_recom
31,great_pret,proper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
32,great_pret,proper,complete,1,less_conv,convenient,problematic,priority,very_recom
33,great_pret,proper,complete,1,less_conv,convenient,problematic,recommended,very_recom
34,great_pret,proper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
35,great_pret,proper,complete,1,critical,inconv,slightly_prob,priority,priority
36,great_pret,proper,complete,1,critical,inconv,slightly_prob,recommended,very_recom
37,great_pret,proper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
38,great_pret,proper,complete,1,critical,inconv,nonprob,priority,priority
39,great_pret,proper,complete,1,critical,inconv,nonprob,recommended,very_recom
40,great_pret,proper,complete,1,critical,inconv,nonprob,not_recom,not_recom
41,great_pret,proper,complete,1,critical,inconv,problematic,priority,very_recom
42,great_pret,proper,complete,1,critical,inconv,problematic,recommended,very_recom
43,great_pret,proper,complete,1,critical,inconv,problematic,not_recom,not_recom
44,great_pret,proper,complete,1,critical,convenient,slightly_prob,priority,priority
45,great_pret,proper,complete,1,critical,convenient,slightly_prob,recommended,very_recom
46,great_pret,proper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
47,great_pret,proper,complete,1,critical,convenient,nonprob,priority,priority
48,great_pret,proper,complete,1,critical,convenient,nonprob,recommended,very_recom
49,great_pret,proper,complete,1,critical,convenient,nonprob,not_recom,not_recom
50,great_pret,proper,complete,1,critical,convenient,problematic,priority,very_recom
51,great_pret,proper,complete,1,critical,convenient,problematic,recommended,very_recom
52,great_pret,proper,complete,1,critical,convenient,problematic,not_recom,not_recom
53,great_pret,proper,complete,2,convenient,inconv,slightly_prob,priority,priority
54,great_pret,proper,complete,2,convenient,inconv,slightly_prob,recommended,very_recom
55,great_pret,proper,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
56,great_pret,proper,complete,2,convenient,inconv,nonprob,priority,priority
57,great_pret,proper,complete,2,convenient,inconv,nonprob,recommended,very_recom
58,great_pret,proper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
59,great_pret,proper,complete,2,convenient,inconv,problematic,priority,very_recom
60,great_pret,proper,complete,2,convenient,inconv,problematic,recommended,very_recom
61,great_pret,proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
62,great_pret,proper,complete,2,convenient,convenient,slightly_prob,priority,priority
63,great_pret,proper,complete,2,convenient,convenient,slightly_prob,recommended,very_recom
64,great_pret,proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
65,great_pret,proper,complete,2,convenient,convenient,nonprob,priority,priority
66,great_pret,proper,complete,2,convenient,convenient,nonprob,recommended,very_recom
67,great_pret,proper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
68,great_pret,proper,complete,2,convenient,convenient,problematic,priority,very_recom
69,great_pret,proper,complete,2,convenient,convenient,problematic,recommended,very_recom
70,great_pret,proper,complete,2,convenient,convenient,problematic,not_recom,not_recom
71,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,priority,priority
72,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,recommended,very_recom
73,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
74,great_pret,proper,complete,2,less_conv,inconv,nonprob,priority,priority
75,great_pret,proper,complete,2,less_conv,inconv,nonprob,recommended,very_recom
76,great_pret,proper,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
77,great_pret,proper,complete,2,less_conv,inconv,problematic,priority,very_recom
78,great_pret,proper,complete,2,less_conv,inconv,problematic,recommended,very_recom
79,great_pret,proper,complete,2,less_conv,inconv,problematic,not_recom,not_recom
80,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
81,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,recommended,very_recom
82,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
83,great_pret,proper,complete,2,less_conv,convenient,nonprob,priority,priority
84,great_pret,proper,complete,2,less_conv,convenient,nonprob,recommended,very_recom
85,great_pret,proper,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
86,great_pret,proper,complete,2,less_conv,convenient,problematic,priority,very_recom
87,great_pret,proper,complete,2,less_conv,convenient,problematic,recommended,very_recom
88,great_pret,proper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
89,great_pret,proper,complete,2,critical,inconv,slightly_prob,priority,very_recom
90,great_pret,proper,complete,2,critical,inconv,slightly_prob,recommended,very_recom
91,great_pret,proper,complete,2,critical,inconv,slightly_prob,not_recom,not_recom
92,great_pret,proper,complete,2,critical,inconv,nonprob,priority,very_recom
93,great_pret,proper,complete,2,critical,inconv,nonprob,recommended,very_recom
94,great_pret,proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
95,great_pret,proper,complete,2,critical,inconv,problematic,priority,very_recom
96,great_pret,proper,complete,2,critical,inconv,problematic,recommended,very_recom
97,great_pret,proper,complete,2,critical,inconv,problematic,not_recom,not_recom
98,great_pret,proper,complete,2,critical,convenient,slightly_prob,priority,very_recom
99,great_pret,proper,complete,2,critical,convenient,slightly_prob,recommended,very_recom
100,great_pret,proper,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
101,great_pret,proper,complete,2,critical,convenient,nonprob,priority,very_recom
102,great_pret,proper,complete,2,critical,convenient,nonprob,recommended,very_recom
103,great_pret,proper,complete,2,critical,convenient,nonprob,not_recom,not_recom
104,great_pret,proper,complete,2,critical,convenient,problematic,priority,very_recom
105,great_pret,proper,complete,2,critical,convenient,problematic,recommended,very_recom
106,great_pret,proper,complete,2,critical,convenient,problematic,not_recom,not_recom
107,great_pret,proper,complete,3,convenient,inconv,slightly_prob,priority,priority
108,great_pret,proper,complete,3,convenient,inconv,slightly_prob,recommended,very_recom
109,great_pret,proper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
110,great_pret,proper,complete,3,convenient,inconv,nonprob,priority,priority
111,great_pret,proper,complete,3,convenient,inconv,nonprob,recommended,very_recom
112,great_pret,proper,complete,3,convenient,inconv,nonprob,not_recom,not_recom
113,great_pret,proper,complete,3,convenient,inconv,problematic,priority,very_recom
114,great_pret,proper,complete,3,convenient,inconv,problematic,recommended,very_recom
115,great_pret,proper,complete,3,convenient,inconv,problematic,not_recom,not_recom
116,great_pret,proper,complete,3,convenient,convenient,slightly_prob,priority,very_recom
117,great_pret,proper,complete,3,convenient,convenient,slightly_prob,recommended,very_recom
118,great_pret,proper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
119,great_pret,proper,complete,3,convenient,convenient,nonprob,priority,very_recom
120,great_pret,proper,complete,3,convenient,convenient,nonprob,recommended,very_recom
121,great_pret,proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
122,great_pret,proper,complete,3,convenient,convenient,problematic,priority,very_recom
123,great_pret,proper,complete,3,convenient,convenient,problematic,recommended,very_recom
124,great_pret,proper,complete,3,convenient,convenient,problematic,not_recom,not_recom
125,great_pret,proper,complete,3,less_conv,inconv,slightly_prob,priority,very_recom
126,great_pret,proper,complete,3,less_conv,inconv,slightly_prob,recommended,very_recom
127,great_pret,proper,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
128,great_pret,proper,complete,3,less_conv,inconv,nonprob,priority,very_recom
129,great_pret,proper,complete,3,less_conv,inconv,nonprob,recommended,very_recom
130,great_pret,proper,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
131,great_pret,proper,complete,3,less_conv,inconv,problematic,priority,very_recom
132,great_pret,proper,complete,3,less_conv,inconv,problematic,recommended,very_recom
133,great_pret,proper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
134,great_pret,proper,complete,3,less_conv,convenient,slightly_prob,priority,very_recom
135,great_pret,proper,complete,3,less_conv,convenient,slightly_prob,recommended,very_recom
136,great_pret,proper,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
137,great_pret,proper,complete,3,less_conv,convenient,nonprob,priority,very_recom
138,great_pret,proper,complete,3,less_conv,convenient,nonprob,recommended,very_recom
139,great_pret,proper,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
140,great_pret,proper,complete,3,less_conv,convenient,problematic,priority,very_recom
141,great_pret,proper,complete,3,less_conv,convenient,problematic,recommended,very_recom
142,great_pret,proper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
143,great_pret,proper,complete,3,critical,inconv,slightly_prob,priority,very_recom
144,great_pret,proper,complete,3,critical,inconv,slightly_prob,recommended,very_recom
145,great_pret,proper,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
146,great_pret,proper,complete,3,critical,inconv,nonprob,priority,very_recom
147,great_pret,proper,complete,3,critical,inconv,nonprob,recommended,very_recom
148,great_pret,proper,complete,3,critical,inconv,nonprob,not_recom,not_recom
149,great_pret,proper,complete,3,critical,inconv,problematic,priority,very_recom
150,great_pret,proper,complete,3,critical,inconv,problematic,recommended,very_recom
151,great_pret,proper,complete,3,critical,inconv,problematic,not_recom,not_recom
152,great_pret,proper,complete,3,critical,convenient,slightly_prob,priority,very_recom
153,great_pret,proper,complete,3,critical,convenient,slightly_prob,recommended,very_recom
154,great_pret,proper,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
155,great_pret,proper,complete,3,critical,convenient,nonprob,priority,very_recom
156,great_pret,proper,complete,3,critical,convenient,nonprob,recommended,very_recom
157,great_pret,proper,complete,3,critical,convenient,nonprob,not_recom,not_recom
158,great_pret,proper,complete,3,critical,convenient,problematic,priority,very_recom
159,great_pret,proper,complete,3,critical,convenient,problematic,recommended,very_recom
160,great_pret,proper,complete,3,critical,convenient,problematic,not_recom,not_recom
161,great_pret,proper,complete,more,convenient,inconv,slightly_prob,priority,very_recom
162,great_pret,proper,complete,more,convenient,inconv,slightly_prob,recommended,very_recom
163,great_pret,proper,complete,more,convenient,inconv,slightly_prob,not_recom,not_recom
164,great_pret,proper,complete,more,convenient,inconv,nonprob,priority,very_recom
165,great_pret,proper,complete,more,convenient,inconv,nonprob,recommended,very_recom
166,great_pret,proper,complete,more,convenient,inconv,nonprob,not_recom,not_recom
167,great_pret,proper,complete,more,convenient,inconv,problematic,priority,very_recom
168,great_pret,proper,complete,more,convenient,inconv,problematic,recommended,very_recom
169,great_pret,proper,complete,more,convenient,inconv,problematic,not_recom,not_recom
170,great_pret,proper,complete,more,convenient,convenient,slightly_prob,priority,very_recom
171,great_pret,proper,complete,more,convenient,convenient,slightly_prob,recommended,very_recom
172,great_pret,proper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
173,great_pret,proper,complete,more,convenient,convenient,nonprob,priority,very_recom
174,great_pret,proper,complete,more,convenient,convenient,nonprob,recommended,very_recom
175,great_pret,proper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
176,great_pret,proper,complete,more,convenient,convenient,problematic,priority,very_recom
177,great_pret,proper,complete,more,convenient,convenient,problematic,recommended,very_recom
178,great_pret,proper,complete,more,convenient,convenient,problematic,not_recom,not_recom
179,great_pret,proper,complete,more,less_conv,inconv,slightly_prob,priority,very_recom
180,great_pret,proper,complete,more,less_conv,inconv,slightly_prob,recommended,very_recom
181,great_pret,proper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
182,great_pret,proper,complete,more,less_conv,inconv,nonprob,priority,very_recom
183,great_pret,proper,complete,more,less_conv,inconv,nonprob,recommended,very_recom
184,great_pret,proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
185,great_pret,proper,complete,more,less_conv,inconv,problematic,priority,very_recom
186,great_pret,proper,complete,more,less_conv,inconv,problematic,recommended,very_recom
187,great_pret,proper,complete,more,less_conv,inconv,problematic,not_recom,not_recom
188,great_pret,proper,complete,more,less_conv,convenient,slightly_prob,priority,very_recom
189,great_pret,proper,complete,more,less_conv,convenient,slightly_prob,recommended,very_recom
190,great_pret,proper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
191,great_pret,proper,complete,more,less_conv,convenient,nonprob,priority,very_recom
192,great_pret,proper,complete,more,less_conv,convenient,nonprob,recommended,very_recom
193,great_pret,proper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
194,great_pret,proper,complete,more,less_conv,convenient,problematic,priority,very_recom
195,great_pret,proper,complete,more,less_conv,convenient,problematic,recommended,very_recom
196,great_pret,proper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
197,great_pret,proper,complete,more,critical,inconv,slightly_prob,priority,very_recom
198,great_pret,proper,complete,more,critical,inconv,slightly_prob,recommended,very_recom
199,great_pret,proper,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
200,great_pret,proper,complete,more,critical,inconv,nonprob,priority,very_recom
201,great_pret,proper,complete,more,critical,inconv,nonprob,recommended,very_recom
202,great_pret,proper,complete,more,critical,inconv,nonprob,not_recom,not_recom
203,great_pret,proper,complete,more,critical,inconv,problematic,priority,very_recom
204,great_pret,proper,complete,more,critical,inconv,problematic,recommended,very_recom
