,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
0,T,2,12,3,1,1,14,13,0,13,1,10,2,0,0,0,11
1,C,5,12,3,7,15,10,5,5,1,15,15,9,2,0,5,10
2,D,1,11,12,8,6,10,6,4,6,10,15,14,8,1,9,9
3,I,7,11,12,0,12,5,9,4,6,9,10,10,12,10,12,11
4,E,7,1,3,1,13,8,6,6,6,1,8,9,1,1,10,10
5,G,1,11,15,8,12,8,4,6,9,11,3,6,0,0,9,7
6,B,1,2,15,12,7,8,10,6,6,13,3,6,2,0,7,10
7,A,1,1,3,2,13,8,2,4,2,8,0,2,1,6,12,7
8,J,7,2,4,12,15,10,6,4,6,12,10,2,1,6,1,7
9,S,11,15,13,9,7,13,2,6,2,12,1,9,11,1,1,11
10,X,8,7,15,7,7,8,10,3,8,11,3,2,2,0,6,7
11,R,6,13,4,7,7,6,10,6,2,10,7,9,6,5,10,11
12,E,1,7,12,7,6,11,4,6,2,1,8,11,5,0,7,11
13,S,6,7,8,0,9,11,4,6,15,13,8,2,11,5,8,6
14,T,5,7,15,7,6,6,11,7,2,13,15,9,2,1,10,11
15,F,6,7,15,12,12,10,6,3,15,10,8,14,8,5,6,9
16,R,8,4,4,3,15,14,10,7,15,13,3,2,2,0,9,11
17,C,7,10,15,1,15,6,4,6,8,11,7,11,2,0,10,9
18,T,6,11,12,8,5,6,11,5,6,11,9,4,8,12,12,4
19,J,7,2,3,3,13,10,6,3,6,12,10,9,0,1,1,7
20,J,1,3,2,2,13,14,4,4,15,10,8,2,0,1,0,7
21,B,1,13,15,12,7,11,10,6,6,13,3,2,8,0,9,11
22,G,8,2,3,3,15,8,4,7,15,13,8,14,2,0,9,11
23,R,6,11,14,8,5,11,6,9,6,13,8,9,5,0,10,5
24,J,8,1,4,12,15,6,6,4,1,10,8,12,1,6,1,6
25,C,6,11,14,8,12,11,4,7,11,9,7,14,1,1,5,11
26,S,7,11,11,8,9,3,4,4,15,10,11,10,10,5,10,7
27,W,12,14,12,8,5,9,10,4,2,11,10,14,10,12,12,6
28,B,6,7,8,7,6,8,6,6,7,13,7,9,12,0,5,11
29,E,8,1,4,12,15,6,6,5,15,1,3,9,2,0,5,11
30,M,7,3,3,12,13,0,1,5,6,0,0,6,0,0,0,11
31,M,1,3,3,1,13,6,4,6,7,8,15,10,0,1,12,9
32,X,8,12,8,0,7,3,10,4,7,12,11,9,8,1,9,4
33,B,5,7,14,7,14,9,4,4,1,1,8,6,12,11,8,7
34,S,6,7,9,7,6,5,6,3,15,10,9,9,11,5,12,7
35,E,1,9,12,1,12,6,6,6,8,1,8,9,8,10,5,11
36,R,1,9,15,1,12,11,10,8,6,13,3,2,8,0,9,11
37,K,8,1,4,12,15,4,14,8,1,11,3,3,0,10,5,11
38,E,1,7,15,0,6,14,5,4,2,13,8,11,12,0,10,11
39,E,8,4,3,0,15,3,4,6,10,13,3,15,0,0,7,11
40,X,5,11,8,8,7,14,4,6,8,10,8,14,8,0,5,11
41,E,8,9,4,1,7,11,10,5,8,8,8,9,8,5,6,9
42,X,1,1,14,12,12,9,10,4,8,11,15,14,8,0,5,9
43,E,1,13,15,8,12,11,6,8,8,1,3,10,1,0,6,11
44,V,7,7,12,1,15,14,10,4,15,8,10,5,5,12,9,11
45,X,1,10,15,7,5,14,10,3,8,11,3,6,8,0,6,11
46,W,5,7,12,7,8,11,9,5,2,13,9,2,12,0,9,11
47,E,1,3,2,1,13,11,10,5,6,13,8,10,1,5,9,9
48,T,8,10,8,0,6,11,10,3,15,8,10,2,12,6,7,7
49,G,8,7,4,7,15,11,5,6,10,11,3,10,0,5,9,11
50,Y,7,11,9,8,8,9,5,6,1,13,8,2,8,5,8,3
51,M,8,1,3,12,13,1,0,6,6,0,1,5,0,0,0,11
52,Y,7,4,4,3,15,6,10,6,7,8,11,2,1,11,12,7
53,J,1,13,12,0,5,14,10,4,1,13,7,9,8,1,7,5
54,G,1,7,15,0,7,11,4,7,7,8,10,14,2,1,9,11
55,Z,6,7,14,11,7,14,5,7,15,9,3,9,8,0,6,11
56,Z,8,13,15,12,7,9,3,4,2,8,10,9,8,6,5,11
57,D,7,1,3,12,15,6,10,2,8,1,3,6,8,0,9,11
58,C,6,10,4,1,15,6,9,6,6,11,7,14,2,5,10,9
59,M,5,10,12,8,5,9,3,4,6,9,0,9,2,5,9,9
60,I,8,3,3,1,15,11,10,13,2,11,3,2,6,0,0,11
61,C,7,3,3,1,13,5,9,4,6,11,9,11,1,5,12,11
62,E,6,7,4,12,15,11,10,4,7,10,3,10,1,5,7,9
63,X,1,7,15,0,5,11,6,3,15,1,3,9,2,0,8,11
64,B,8,3,4,1,15,8,10,5,6,13,3,2,6,0,9,7
65,M,7,3,2,12,13,0,1,5,6,0,0,6,0,0,0,11
66,B,8,13,15,12,12,11,4,3,6,10,3,2,8,0,9,11
67,E,7,3,3,2,15,11,10,5,7,13,3,2,2,0,10,10
