,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
0,V,10,8,3,4,1,0,13,0,0,15,10,3,0,3,0,11
1,X,2,2,3,7,2,10,5,12,12,13,4,9,7,3,14,10
2,D,8,5,5,8,9,10,13,2,6,10,4,5,14,1,9,9
3,E,7,5,5,2,2,5,8,5,6,12,10,10,6,10,3,8
4,G,10,1,3,1,1,0,13,8,6,15,5,9,3,1,5,10
5,U,8,5,11,8,2,0,11,8,9,4,7,1,11,3,9,13
6,B,8,1,11,10,3,0,3,8,6,6,7,1,7,3,7,10
7,A,1,1,3,2,1,0,2,2,4,5,14,3,3,6,3,13
8,P,10,1,13,10,2,10,13,2,6,12,10,3,3,6,8,13
9,Y,11,12,13,9,12,13,2,8,4,12,1,9,8,1,8,8
10,X,14,9,11,7,3,0,3,10,8,4,7,3,7,3,6,13
11,T,6,10,13,7,3,8,3,8,2,10,7,9,5,9,5,8
12,G,8,9,5,7,9,15,11,8,4,15,5,11,4,3,7,8
13,Y,6,9,8,2,9,15,11,8,8,6,5,3,8,9,8,1
14,C,2,9,11,7,9,8,11,14,2,6,4,9,7,1,5,11
15,F,6,9,11,10,2,10,13,10,8,10,5,5,14,9,6,9
16,T,14,11,13,11,2,0,3,14,8,6,7,3,7,3,9,8
17,C,7,3,11,4,2,8,11,8,8,11,7,11,7,3,5,9
18,V,6,5,5,8,8,8,11,12,6,11,9,4,14,12,3,6
19,P,10,1,3,11,1,10,13,10,6,12,10,9,11,1,8,13
20,P,1,15,2,2,1,0,11,2,8,14,5,3,11,1,12,13
21,M,8,9,11,10,3,15,3,8,6,6,7,3,14,3,9,8
22,U,14,1,3,11,2,0,11,14,8,6,5,5,7,3,9,8
23,T,6,5,15,8,8,15,13,9,6,6,5,9,4,3,5,3
24,P,14,0,13,10,2,8,13,5,12,14,8,12,3,6,8,1
25,C,6,5,15,8,2,15,11,14,6,12,7,14,3,1,14,8
26,Y,7,5,11,8,9,3,11,5,8,10,11,10,0,9,5,13
27,B,12,13,12,8,8,2,10,5,2,4,10,5,0,12,3,1
28,M,6,9,2,7,9,0,13,8,7,6,7,9,6,3,14,8
29,G,14,0,13,10,2,8,13,12,8,15,7,9,7,3,14,8
30,I,10,15,3,10,1,0,1,12,6,0,0,1,11,3,12,8
31,I,1,15,3,1,1,8,4,1,7,5,4,10,11,1,3,9
32,X,8,2,2,2,3,3,10,5,7,12,11,9,14,1,9,6
33,B,2,9,15,7,10,2,11,5,12,15,8,1,6,11,8,13
34,Y,6,9,9,7,9,5,13,10,8,10,9,9,8,5,3,13
35,G,8,14,5,4,2,8,13,8,8,15,5,9,14,10,14,8
36,T,8,14,11,4,2,15,3,0,6,6,7,3,14,3,9,8
37,N,14,0,13,10,2,4,14,0,1,11,7,3,11,10,14,8
38,G,8,9,11,2,9,0,5,5,2,6,5,11,6,3,5,11
39,E,14,11,3,2,2,3,11,8,15,6,7,15,11,3,7,8
40,X,2,5,2,8,3,0,11,1,8,10,5,5,14,3,14,8
41,E,14,14,13,4,3,15,3,12,8,5,8,9,14,9,6,9
42,X,8,0,15,10,2,2,3,2,8,11,4,5,14,3,14,9
43,G,8,9,11,8,2,15,13,0,8,15,7,10,3,3,6,11
44,W,7,9,5,4,2,0,10,5,8,5,10,5,4,12,9,8
45,X,8,3,11,7,8,0,3,10,8,4,7,1,14,3,6,8
46,B,2,9,5,7,15,15,8,12,2,6,9,3,6,3,9,8
47,G,1,15,2,1,1,15,3,12,6,6,5,10,3,9,9,9
48,C,8,3,8,2,9,15,3,10,8,5,10,3,6,6,7,13
