,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
0,T,2,8,3,5,1,8,13,0,6,6,10,8,0,8,0,11
1,I,5,12,3,7,2,10,5,5,4,13,3,9,2,8,4,10
2,D,4,11,6,8,6,10,6,2,6,10,3,7,3,7,3,10
3,N,7,11,6,6,3,5,9,4,6,4,4,10,6,10,2,11
4,G,2,1,3,1,1,8,6,6,6,6,5,9,1,7,5,12
5,S,4,11,5,8,3,8,8,6,9,5,6,6,0,8,9,7
6,B,4,2,5,4,4,8,7,6,6,7,6,6,2,8,7,10
7,A,1,1,3,2,1,8,2,2,2,8,2,8,1,6,2,7
8,J,2,2,4,4,2,10,6,2,6,12,4,8,1,6,1,7
9,M,11,15,13,9,7,13,2,6,2,12,1,9,8,1,1,11
10,X,3,9,5,7,4,8,7,3,8,5,6,8,2,8,6,7
11,O,6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,11
12,G,4,9,6,7,6,7,8,6,2,6,5,11,4,8,7,11
13,M,6,9,8,6,9,7,8,6,5,7,5,8,8,9,8,6
14,R,5,9,5,7,6,6,11,7,3,7,3,9,2,7,5,8
15,F,6,9,5,4,3,10,6,3,5,10,5,7,3,9,6,10
16,O,3,4,4,3,2,8,7,7,5,7,6,8,2,8,3,11
17,C,7,10,5,5,2,6,8,6,8,11,7,11,2,8,5,10
18,T,6,11,6,8,5,6,11,5,6,11,9,4,3,12,2,3
19,J,2,2,3,3,1,10,6,3,6,12,4,9,0,7,1,7
20,J,1,3,2,2,1,8,8,2,5,14,5,8,0,7,0,7
21,H,4,5,5,4,4,7,7,6,6,7,6,8,3,8,3,8
22,S,3,2,3,3,2,8,8,7,5,7,5,7,2,8,9,11
23,O,6,11,7,8,5,7,6,9,6,7,5,9,4,8,5,6
24,J,3,6,4,4,2,6,6,4,4,14,8,12,1,6,1,0
25,C,6,11,7,8,3,7,8,7,11,4,7,14,1,7,4,11
26,M,7,11,11,8,9,3,8,4,5,10,11,10,10,9,5,7
27,W,12,14,12,8,5,9,10,4,3,5,10,7,10,12,2,6
28,H,6,9,8,7,6,8,6,6,7,7,7,9,6,8,4,11
29,G,3,6,4,4,2,6,6,5,5,6,6,9,2,8,4,11
30,L,2,3,3,4,1,0,1,5,6,0,0,6,0,8,0,11
31,L,1,3,3,1,1,6,4,1,7,8,3,10,0,7,2,10
32,X,8,12,8,6,4,3,10,4,7,12,11,9,3,7,3,3
33,B,5,9,7,7,10,9,8,4,4,6,8,6,6,11,8,7
34,M,6,9,9,7,6,5,6,3,5,10,9,9,8,5,2,7
35,G,4,7,6,5,3,6,6,6,8,6,5,9,3,10,4,8
36,O,4,7,5,5,3,7,7,8,6,7,6,8,3,8,3,8
37,P,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,11
38,G,4,9,5,6,6,8,5,4,3,7,5,11,6,8,5,8
39,E,3,4,3,6,2,3,8,6,10,7,6,15,0,8,7,11
40,X,5,11,8,8,4,8,8,1,8,10,5,7,3,8,4,11
41,E,3,7,4,5,4,7,7,5,8,8,8,9,3,9,6,10
42,X,4,6,7,4,3,9,7,2,8,11,3,7,3,8,4,10
43,G,4,5,5,8,3,7,6,8,8,6,6,10,1,8,6,8
44,V,7,9,6,5,2,8,10,4,5,8,10,5,4,12,3,8
45,X,4,10,5,7,5,8,7,3,8,5,6,6,3,8,6,11
46,W,5,9,6,7,8,7,9,5,3,7,9,8,6,8,3,11
47,G,1,3,2,1,1,7,7,5,6,7,5,10,1,9,3,10
48,R,8,10,8,6,6,7,7,3,5,8,4,8,6,6,7,7
49,S,3,9,4,7,2,7,5,6,10,5,6,10,0,9,9,11
50,Y,7,11,9,8,8,9,5,6,4,7,8,8,3,9,8,15
51,L,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,11
52,Y,2,4,4,3,2,6,10,1,7,8,11,8,1,11,2,7
53,J,4,5,6,6,5,8,10,4,4,7,7,9,3,7,7,6
54,S,4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,11
55,Q,6,9,7,11,7,8,5,7,5,9,6,9,3,8,6,11
56,Q,3,5,5,4,4,9,3,4,3,8,4,9,3,6,4,11
57,D,2,6,3,4,2,6,7,10,8,6,6,6,3,8,3,11
58,C,6,10,4,5,2,6,9,6,6,11,7,7,2,9,5,10
59,L,5,10,6,8,5,9,3,2,6,9,2,9,2,5,3,10
60,N,3,3,3,5,2,7,7,13,2,5,6,8,5,8,0,11
61,C,2,3,3,1,1,5,9,4,6,11,9,11,1,9,2,11
62,E,6,9,4,4,2,7,7,4,7,10,6,10,1,9,7,9
63,X,4,9,5,6,5,7,6,3,5,6,6,9,2,8,8,11
64,H,3,3,4,1,2,8,7,5,6,7,6,8,5,8,3,7
65,L,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,11
66,H,3,5,5,4,3,7,8,3,6,10,6,8,3,8,3,11
67,E,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,12
68,Y,5,10,6,7,6,9,6,6,4,7,8,7,6,9,8,15
69,H,8,12,8,6,4,9,8,4,5,8,4,5,6,9,5,10
70,Q,5,10,5,5,4,9,6,5,6,10,6,7,4,8,9,10
71,Q,3,8,5,7,3,8,7,9,6,6,6,9,3,8,5,9
72,Q,4,6,6,4,5,8,5,6,4,6,7,10,4,7,5,10
73,J,2,8,3,6,1,13,3,8,4,13,3,11,1,6,0,11
74,J,4,7,5,5,2,8,9,1,7,14,5,6,0,8,1,11
75,D,4,5,5,4,3,7,7,7,7,7,6,5,2,8,3,7
76,R,2,6,4,4,3,6,7,5,5,6,5,7,3,7,5,11
77,M,4,5,7,4,4,6,6,3,4,9,9,10,7,5,2,11
78,A,3,7,5,5,3,12,2,3,2,10,2,9,2,6,3,11
79,N,3,5,4,4,2,7,8,5,4,7,7,7,6,9,2,6
80,M,6,10,9,7,8,3,7,4,5,10,11,10,7,9,3,7
81,P,8,14,7,8,4,5,10,6,3,12,5,4,4,10,4,11
82,C,6,12,5,7,4,8,5,4,3,9,9,11,4,9,8,12
83,P,6,10,8,8,7,8,5,7,5,7,6,6,3,9,8,9
84,N,2,3,3,1,1,5,9,3,3,10,8,8,4,8,0,11
85,W,3,4,4,3,2,9,10,3,2,5,9,7,6,11,0,11
86,V,3,8,5,6,6,8,7,4,1,8,7,8,5,10,4,7
87,V,6,9,9,8,10,8,7,5,5,7,6,8,8,9,9,15
88,M,6,7,9,5,7,4,7,3,5,10,10,11,8,6,3,7
89,E,4,8,5,6,4,7,7,4,8,11,8,9,2,9,5,7
90,N,6,11,8,8,9,5,8,3,4,8,8,9,7,9,5,3
91,Y,8,10,8,7,4,3,10,3,7,11,12,6,1,11,3,6
92,W,4,8,5,6,3,6,8,4,1,7,8,8,8,9,0,11
93,O,6,7,8,6,6,6,6,5,6,8,5,8,3,6,5,0
94,N,4,4,4,6,2,7,7,14,2,5,6,8,6,8,0,11
95,H,4,8,5,6,5,7,10,8,5,8,5,6,3,6,7,8
96,O,4,7,5,5,3,8,7,8,5,10,6,8,3,8,3,11
97,N,4,8,5,6,4,7,7,9,4,6,4,6,3,7,3,11
98,H,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,11
99,U,7,11,8,9,4,3,9,6,7,11,11,10,3,9,2,0
100,Y,2,7,3,5,1,6,10,0,3,7,11,8,1,11,0,8
101,S,6,8,7,6,4,6,9,4,8,11,7,6,2,8,5,5
102,S,5,9,6,7,5,7,7,7,5,7,6,7,2,8,9,11
103,T,2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7
104,C,2,3,3,2,1,4,7,4,6,10,9,13,1,9,2,7
105,V,4,10,7,7,2,9,8,5,3,5,14,8,3,9,0,11
106,T,5,8,5,6,3,6,12,4,7,12,9,4,2,12,2,3
107,K,7,12,6,6,3,7,8,2,7,9,7,8,5,8,3,7
108,D,3,8,4,6,4,7,8,7,6,7,7,5,3,8,3,7
109,W,2,1,3,1,1,7,8,4,0,7,8,8,6,10,0,11
110,I,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8
111,E,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,11
112,F,6,9,8,7,4,6,12,6,6,13,7,3,2,9,2,6
113,I,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,11
114,H,5,10,7,8,8,7,7,6,6,7,6,9,3,8,4,11
115,U,4,7,4,5,2,7,5,13,5,7,14,7,3,9,0,11
116,C,2,3,3,2,1,6,8,7,7,9,7,12,1,10,3,10
117,F,5,9,6,7,7,7,6,6,4,7,7,8,5,10,9,9
118,A,3,8,5,6,3,9,2,2,3,8,2,8,2,6,3,7
119,Z,3,7,5,5,3,7,8,2,9,11,7,7,1,8,6,7
120,X,3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,12
121,N,3,3,5,2,2,5,10,3,4,10,8,7,5,8,1,11
122,R,6,9,5,4,3,10,6,5,5,10,2,8,6,6,4,10
123,B,3,3,3,4,3,7,7,5,5,7,6,6,5,8,5,12
124,B,5,9,7,7,7,8,8,3,6,10,5,6,3,7,6,11
125,U,5,6,5,4,2,5,8,6,8,9,8,8,3,9,2,6
126,J,4,4,6,5,4,8,9,4,5,7,6,9,3,7,8,8
127,F,3,7,4,5,2,1,11,4,4,11,11,8,0,8,2,7
128,M,6,8,9,6,6,11,6,2,5,9,3,6,9,7,2,10
129,H,1,1,2,1,1,7,7,12,1,7,6,8,3,8,0,11
130,A,2,1,4,2,1,8,1,2,2,7,2,8,2,5,2,7
131,O,5,10,4,5,3,6,6,6,2,9,6,9,5,9,4,11
132,E,1,0,1,1,1,4,7,5,8,7,6,13,0,8,6,12
133,U,3,3,3,1,1,5,8,5,7,10,9,8,3,10,2,0
134,A,3,7,5,5,3,10,4,1,2,8,3,9,2,4,2,7
135,X,4,8,5,6,3,5,8,1,8,10,9,9,2,9,3,0
136,S,5,8,7,6,4,8,8,4,9,11,3,8,2,6,4,9
137,J,1,3,2,2,1,10,7,1,5,11,4,8,0,7,0,7
138,K,5,11,8,8,5,6,7,2,7,10,7,10,4,8,4,11
139,I,2,6,2,4,1,9,5,0,6,13,5,9,0,8,1,11
140,P,7,11,10,8,6,6,11,3,6,13,6,3,0,10,3,11
141,T,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,11
142,C,1,1,2,2,1,6,8,6,6,9,7,12,1,9,3,12
143,H,4,9,4,7,4,7,8,13,1,7,5,8,3,8,0,8
144,A,2,4,4,3,2,10,2,2,2,9,2,9,2,7,3,10
145,L,6,11,9,8,11,7,7,3,6,6,7,11,6,11,9,7
146,T,3,6,4,4,3,7,12,4,6,7,11,8,2,12,1,7
147,A,2,8,4,6,2,12,2,4,3,11,2,10,3,6,3,10
148,V,3,9,5,7,3,8,9,4,1,6,12,8,2,10,0,11
149,U,5,7,6,5,5,8,8,8,5,6,7,9,4,8,4,6
150,I,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,11
151,Z,8,14,8,8,5,8,5,2,9,12,6,9,3,7,6,7
152,V,4,7,6,5,6,8,8,4,2,8,7,8,7,11,5,11
153,M,5,9,7,6,7,9,7,5,5,6,7,6,10,7,4,0
154,L,4,8,6,6,4,6,5,2,8,7,2,8,1,6,3,7
155,O,3,3,5,5,2,9,6,9,7,7,5,10,3,8,4,11
156,B,4,2,5,4,4,7,7,5,6,7,6,6,2,8,7,10
157,A,8,15,7,8,4,8,2,3,2,8,5,12,5,4,5,6
158,K,6,9,9,6,7,9,6,1,7,10,3,8,3,7,3,10
159,H,3,7,4,5,4,7,7,5,6,7,6,8,3,8,3,11
160,T,7,9,7,7,5,6,10,1,8,11,9,5,2,9,3,3
161,W,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,7
162,F,3,8,3,5,1,1,12,4,5,12,11,8,0,8,2,0
163,A,3,3,5,4,1,7,6,3,0,7,0,8,2,7,1,11
164,E,3,8,3,6,3,3,6,5,9,5,4,13,0,8,6,9
165,M,4,9,5,7,4,7,7,12,1,7,9,8,8,6,0,11
166,B,4,9,5,7,6,7,8,9,6,7,6,6,2,8,8,12
167,M,3,7,5,5,6,7,8,6,4,6,6,8,5,8,7,10
168,Y,6,9,6,7,4,5,8,0,8,8,9,5,2,11,4,3
169,V,4,9,6,7,3,6,12,3,4,7,12,9,3,10,1,11
170,S,2,8,3,6,3,8,8,7,6,7,4,6,2,7,8,11
171,C,2,1,2,2,1,6,8,7,7,8,7,12,1,9,4,12
172,H,4,9,6,6,8,7,7,6,3,7,6,7,8,7,9,10
173,U,5,8,5,6,4,8,6,11,4,8,13,7,3,9,0,11
174,P,6,10,6,6,4,7,10,5,2,11,5,4,4,11,5,7
175,Z,3,8,4,6,2,7,7,4,13,10,6,8,0,8,8,11
176,E,3,4,5,2,2,7,7,2,8,11,7,9,2,8,4,11
177,N,5,9,7,6,4,4,10,3,4,9,10,9,5,8,1,11
178,P,6,10,5,6,3,5,9,6,3,10,5,6,5,9,4,7
179,H,4,5,5,4,4,7,7,6,6,7,6,7,3,8,3,0
180,T,6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,3
181,B,5,5,5,8,4,7,9,10,8,7,5,7,2,8,9,12
182,U,5,10,6,7,2,7,4,14,6,7,15,8,3,9,0,11
183,S,3,4,4,6,2,8,8,6,9,5,5,5,0,8,9,7
184,F,5,6,5,8,2,1,14,5,3,12,9,5,0,8,3,6
185,J,3,9,4,7,4,9,6,1,6,11,4,7,0,6,1,0
186,R,3,6,4,4,4,6,7,5,5,7,6,7,3,7,4,10
187,E,3,2,3,4,3,7,8,5,7,7,5,9,2,8,5,12
188,P,6,9,6,4,4,8,9,5,3,10,5,5,5,10,5,0
189,I,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,11
190,K,7,10,9,8,9,7,7,5,5,7,6,7,7,6,9,4
191,D,4,10,6,7,4,8,6,8,7,4,5,3,3,8,4,11
192,B,4,7,6,5,7,9,6,4,4,6,6,7,7,8,6,7
193,H,5,10,7,8,6,7,9,8,5,8,5,6,3,7,7,12
194,M,7,10,10,7,7,9,6,2,5,9,5,7,8,6,2,11
195,P,6,11,7,8,3,4,13,9,2,10,6,4,1,10,4,11
196,O,4,8,6,6,4,8,5,8,4,7,5,8,3,8,3,11
197,S,2,8,3,6,3,8,7,7,5,7,6,7,2,9,8,11
198,K,4,7,6,5,4,3,8,3,7,11,11,12,3,8,3,6
199,V,7,10,7,8,3,3,11,4,4,10,12,8,3,10,1,11
200,F,7,11,10,8,5,6,11,2,7,14,7,4,1,10,2,7
201,Y,3,4,5,6,1,6,10,3,2,9,13,8,1,11,0,11
202,D,4,6,6,4,3,11,6,3,8,11,3,6,3,8,3,10
203,Z,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,11
204,Q,3,5,3,6,3,7,8,6,3,8,8,9,3,8,5,7
205,S,8,14,8,8,4,9,4,4,4,13,5,8,3,10,3,11
206,B,5,7,7,5,6,8,6,5,6,9,6,7,3,9,6,12
207,K,8,13,9,7,5,6,7,3,6,10,8,10,6,10,4,7
208,V,3,10,5,7,2,5,8,5,3,9,14,8,3,10,0,11
209,B,4,7,4,5,3,6,7,9,7,7,6,7,2,8,9,10
210,Y,2,2,4,4,2,6,10,1,7,7,11,9,1,11,1,11
211,O,3,4,4,3,2,7,7,7,5,7,6,8,2,8,3,11
212,Z,6,10,8,7,5,8,6,3,10,12,4,9,1,7,6,10
213,L,2,3,3,2,1,6,4,1,8,7,2,10,0,7,2,11
214,J,1,3,2,2,1,10,6,2,6,12,4,9,0,7,1,7
215,Z,1,3,3,2,1,7,8,1,9,11,7,7,1,8,5,7
216,A,3,5,5,7,2,7,7,3,1,6,0,8,3,7,1,11
217,L,3,5,4,5,3,8,7,4,5,7,6,8,3,8,7,10
218,J,2,5,3,3,1,10,7,1,7,12,3,7,0,7,1,7
219,Q,5,6,6,8,5,8,7,6,3,7,7,12,3,8,6,11
220,N,1,3,2,1,1,7,8,5,3,7,7,7,4,8,1,0
221,Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,11
222,E,4,9,5,7,3,3,7,6,11,7,6,15,0,8,7,7
223,J,4,7,3,10,3,9,7,3,3,11,4,5,3,8,6,10
224,D,4,8,5,6,3,5,7,10,10,6,5,6,3,8,4,11
225,O,5,10,6,8,5,7,8,9,6,8,8,6,4,8,5,12
226,L,3,6,4,4,2,5,4,3,8,3,2,6,1,6,2,6
227,V,4,5,5,4,2,4,12,4,4,11,11,6,2,10,1,11
228,X,6,10,9,8,6,7,7,0,8,9,6,8,3,8,4,7
229,J,5,8,6,6,3,6,6,4,5,14,8,12,1,6,1,7
230,N,7,10,10,8,5,7,8,3,5,10,6,7,7,8,1,11
231,H,3,5,5,7,4,10,11,3,2,7,8,8,3,10,7,10
232,A,2,7,4,5,3,13,3,3,2,10,1,8,2,6,2,11
233,P,4,6,5,9,9,8,7,5,0,7,6,7,6,10,6,10
234,A,4,9,6,6,2,10,5,3,1,8,1,9,2,7,2,11
235,F,4,8,5,6,3,5,10,4,6,11,10,5,2,10,3,6
236,X,3,4,6,3,2,7,7,1,9,10,6,8,2,8,3,7
237,D,5,11,6,9,4,5,8,11,9,8,7,5,3,8,4,11
238,V,3,7,5,5,3,9,11,2,2,4,10,8,2,12,1,11
239,P,7,10,6,5,4,10,7,4,4,12,4,5,4,11,5,10
240,F,5,9,6,7,6,6,9,4,6,9,9,6,5,9,3,0
241,P,6,11,9,8,5,8,10,7,5,10,4,3,3,10,4,11
242,Y,4,10,6,8,2,9,11,0,4,6,11,8,0,10,0,11
243,W,3,3,4,4,2,5,8,4,1,7,9,8,7,10,0,11
244,P,6,9,8,7,5,6,11,7,3,11,5,3,2,10,4,11
245,J,5,6,7,7,6,7,8,4,5,7,7,8,4,6,8,0
246,E,4,2,4,4,3,8,7,6,10,6,5,9,2,8,6,11
247,S,4,8,5,6,3,7,5,6,9,5,6,10,0,9,9,11
248,E,3,7,3,5,2,3,8,6,11,7,5,14,0,8,7,11
249,B,5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,11
250,I,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,11
251,S,6,8,7,6,4,9,6,4,6,10,3,8,2,8,5,12
252,S,3,8,4,6,3,8,6,8,6,7,8,9,2,10,9,11
253,C,3,7,4,5,2,5,8,6,7,6,8,13,1,8,4,12
254,M,8,10,11,8,9,9,6,2,5,9,4,7,11,9,3,11
255,P,9,10,7,5,3,6,11,6,2,11,5,5,4,10,4,11
256,R,2,4,4,3,3,7,8,4,4,9,5,8,2,6,3,12
257,U,3,8,5,6,6,8,7,4,4,6,7,8,7,9,5,0
258,U,6,6,6,4,3,4,8,5,8,11,11,9,3,9,2,0
259,D,3,8,4,6,2,5,7,10,8,7,7,5,3,8,4,11
260,U,2,1,3,1,1,7,5,11,5,7,14,8,3,10,0,11
261,J,2,5,3,4,2,10,7,2,6,11,3,7,1,6,2,7
262,Z,7,13,7,7,5,6,7,2,9,11,6,8,4,5,8,0
263,F,5,11,7,8,6,7,9,3,6,12,7,6,3,9,2,7
264,V,1,0,2,1,0,8,9,4,2,7,12,8,2,10,0,11
265,M,6,5,8,4,7,6,9,5,3,6,4,8,13,8,5,7
266,U,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,11
267,B,3,7,4,5,5,7,7,4,6,6,6,6,2,8,5,12
268,L,4,8,6,6,4,6,5,1,9,7,2,10,0,6,3,11
269,T,4,10,5,8,3,8,13,0,5,7,10,8,0,8,0,11
270,D,8,12,8,6,4,9,4,4,6,12,3,8,5,6,5,10
271,T,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,3
272,O,5,8,7,6,4,7,5,8,4,6,4,7,3,9,4,10
273,T,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,11
274,U,4,3,5,2,2,5,8,5,7,10,10,9,3,9,2,0
275,D,2,4,4,2,2,9,6,4,6,11,4,6,2,8,3,11
276,R,4,8,5,5,3,5,11,8,3,7,4,8,3,7,6,8
277,G,7,10,7,7,5,5,7,7,6,9,8,10,2,9,5,10
278,D,2,1,2,2,1,6,7,8,7,6,6,6,2,8,3,11
279,S,3,8,4,6,4,7,7,7,5,7,6,8,2,8,8,11
280,S,7,10,9,8,10,9,5,5,4,9,6,9,6,9,12,8
281,M,6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,11
282,M,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,6
283,D,6,7,8,6,6,5,7,6,7,7,4,7,3,6,5,0
284,Z,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,11
285,W,4,9,7,7,5,9,8,4,1,6,9,8,7,11,0,11
286,C,2,1,3,2,1,6,8,6,7,7,8,12,1,9,4,12
287,K,3,6,4,4,4,6,7,3,7,6,6,9,3,8,6,12
288,J,6,9,9,7,5,8,5,7,7,8,6,7,2,6,4,0
289,A,6,9,8,8,8,8,7,3,5,7,8,8,6,8,4,6
290,D,5,12,5,6,4,8,7,3,6,10,5,7,5,8,7,0
291,C,4,8,6,6,4,8,8,8,6,7,6,8,4,7,4,11
292,V,3,4,4,3,1,4,12,3,3,10,11,7,2,11,1,11
293,S,4,7,4,5,2,9,10,6,9,5,6,6,0,7,8,10
294,F,4,9,6,6,4,9,8,1,6,13,5,5,1,10,2,10
295,A,5,10,7,8,5,8,3,3,1,7,1,8,5,9,5,11
296,B,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,10
297,N,2,3,3,2,2,7,9,5,4,7,6,7,5,9,2,7
298,U,6,10,5,6,3,6,6,4,4,6,7,8,5,5,2,8
299,S,4,10,5,8,5,7,7,5,8,5,6,8,0,8,9,11
300,Q,2,5,3,6,3,8,8,7,2,5,7,10,3,9,5,10
301,F,4,8,4,5,1,1,13,5,5,12,11,7,0,8,2,0
302,F,4,9,6,6,5,5,10,4,6,10,10,6,2,10,3,0
303,X,5,10,8,8,4,8,7,4,10,6,6,8,4,6,8,10
304,A,3,7,5,5,3,11,3,2,2,8,2,9,3,4,2,11
305,B,4,9,4,6,3,6,7,9,7,7,6,7,2,8,9,10
306,O,5,9,6,7,5,7,7,8,7,7,6,7,2,8,3,11
307,J,2,6,3,4,1,14,1,6,5,14,2,11,0,7,0,11
308,H,4,8,5,5,2,7,5,15,1,7,9,8,3,8,0,11
309,M,6,9,7,4,3,6,9,5,5,4,4,10,8,7,2,8
310,I,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7
311,W,6,10,6,8,6,2,10,2,3,10,9,8,7,11,2,0
312,N,3,6,4,4,3,6,7,8,5,7,5,7,3,7,3,11
313,A,1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,11
314,S,2,3,4,1,1,7,8,2,6,10,5,7,1,8,4,11
315,P,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,11
316,D,6,9,8,8,8,7,6,5,7,7,5,9,6,5,9,3
317,M,7,9,10,7,6,5,6,4,5,11,10,11,11,5,4,8
318,T,4,8,5,6,5,8,11,3,6,6,11,8,3,12,1,7
319,L,3,6,4,4,2,5,5,1,9,6,2,11,0,8,3,7
320,X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,11
321,G,2,4,3,6,2,7,7,8,6,5,7,9,2,7,5,8
322,D,6,10,8,8,5,10,5,4,8,11,3,7,4,6,4,10
323,E,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7
324,N,2,3,2,1,1,6,9,6,3,8,7,8,4,9,1,7
325,G,2,4,3,3,2,6,6,6,5,6,6,9,2,8,4,11
326,V,7,10,6,8,3,2,11,5,5,12,12,8,2,10,1,11
327,A,2,7,4,4,2,7,3,3,2,7,2,8,3,7,2,11
328,E,5,9,4,4,2,8,7,4,4,10,5,10,3,8,7,12
329,K,4,5,5,8,2,3,6,7,3,7,8,12,3,8,3,12
330,M,6,9,9,6,6,5,7,3,5,10,10,9,8,6,3,11
331,L,5,11,5,6,3,7,5,3,5,12,7,11,3,8,6,9
332,T,5,6,5,4,2,5,12,3,8,12,9,4,1,11,2,3
333,G,2,4,4,3,2,7,6,6,6,6,6,10,2,9,4,10
334,J,2,4,4,3,1,8,8,2,7,15,5,8,0,7,1,11
335,F,5,10,5,7,2,1,14,5,4,12,10,6,0,8,2,6
336,W,7,8,7,6,6,6,11,5,2,9,6,6,8,13,4,3
337,A,3,6,5,4,3,12,3,2,2,9,2,9,2,6,2,11
338,K,6,11,8,8,5,9,5,1,7,10,3,9,5,9,5,8
339,P,1,1,2,2,1,5,10,4,4,10,8,4,1,9,3,7
340,M,7,6,9,5,9,7,7,5,4,6,5,8,10,8,5,6
341,O,2,6,3,4,2,8,7,7,5,7,6,9,2,8,3,11
342,S,4,11,5,8,3,6,6,6,9,4,6,9,0,9,9,11
343,C,4,6,6,5,5,4,7,3,6,6,6,10,4,10,7,7
344,O,1,0,2,1,0,8,7,6,4,7,6,8,2,8,3,11
345,Z,2,1,3,2,1,7,7,5,9,6,6,9,1,8,7,11
346,X,4,9,6,7,6,9,7,3,6,7,4,5,6,6,9,11
347,W,4,4,5,3,3,6,11,5,2,8,7,6,6,11,2,0
348,B,4,9,4,6,5,6,6,8,6,6,6,7,2,8,7,10
349,C,6,11,6,8,4,4,8,5,6,12,10,11,2,10,3,7
350,F,2,4,3,3,2,5,10,3,5,10,9,5,1,10,3,0
351,I,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,11
352,B,1,3,2,2,1,8,7,3,5,10,5,7,2,8,3,10
353,P,3,4,5,2,2,8,9,3,5,13,4,3,1,10,3,11
354,K,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6
355,U,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,6
356,N,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,11
357,Y,4,11,6,8,1,7,11,2,3,8,12,8,1,11,0,11
358,I,3,5,5,6,4,8,8,4,4,7,6,8,3,7,8,8
359,Q,8,15,7,8,4,8,5,4,9,11,4,10,3,6,9,10
360,Q,4,5,4,7,4,9,7,6,2,8,6,11,3,9,6,11
361,Z,1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,11
362,F,4,5,5,6,5,7,9,5,4,8,6,7,4,9,8,7
363,M,8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,11
364,D,4,7,5,5,2,5,7,10,9,7,6,5,3,8,4,11
365,N,2,3,3,1,1,8,9,3,4,10,4,6,4,9,1,7
366,W,5,10,8,8,5,3,10,3,3,9,10,9,8,11,1,11
367,U,4,9,4,6,4,7,5,13,5,7,10,8,3,9,0,11
368,G,6,11,8,9,6,6,6,7,5,5,6,12,5,7,5,0
369,G,7,11,9,8,11,8,5,4,3,6,5,10,8,7,9,4
370,O,5,10,4,5,3,7,7,5,4,7,4,7,5,8,5,11
371,U,2,6,3,4,1,8,6,13,5,7,13,8,3,9,0,11
372,K,6,10,8,8,8,6,7,5,3,7,5,8,5,7,10,11
373,W,4,8,6,6,3,4,8,5,1,7,9,8,8,10,0,11
374,K,5,7,7,5,5,5,7,2,6,10,8,11,3,8,3,11
375,E,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,10
376,V,3,6,5,4,1,9,8,4,2,5,14,8,3,10,0,11
377,R,8,12,8,7,6,9,6,3,5,9,4,8,6,8,6,8
