,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,proper,incomplete,1,convenient,convenient,nonprob,priority,priority
1,usual,proper,incomplete,1,convenient,convenient,nonprob,not_recom,spec_prior
2,usual,proper,incomplete,1,less_conv,convenient,problematic,recommended,recommend
3,usual,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
4,usual,proper,complete,1,convenient,convenient,slightly_prob,not_recom,spec_prior
5,usual,proper,incomplete,1,less_conv,convenient,nonprob,recommended,priority
6,usual,proper,complete,1,convenient,convenient,problematic,priority,priority
7,usual,proper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom
8,usual,proper,complete,1,convenient,inconv,slightly_prob,recommended,not_recom
9,usual,proper,complete,1,convenient,inconv,slightly_prob,priority,very_recom
10,usual,proper,complete,1,convenient,inconv,slightly_prob,not_recom,spec_prior
11,usual,proper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom
12,usual,proper,complete,1,convenient,inconv,problematic,priority,priority
13,usual,proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,spec_prior
14,usual,proper,complete,1,convenient,inconv,problematic,recommended,very_recom
15,usual,proper,complete,1,convenient,inconv,nonprob,priority,very_recom
16,usual,proper,complete,1,less_conv,inconv,nonprob,not_recom,spec_prior
17,usual,proper,complete,1,critical,convenient,nonprob,recommended,not_recom
18,usual,proper,complete,1,less_conv,convenient,nonprob,priority,very_recom
19,usual,proper,complete,1,critical,convenient,nonprob,not_recom,not_recom
20,usual,proper,incomplete,1,critical,convenient,slightly_prob,recommended,not_recom
21,usual,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
22,usual,proper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
23,usual,proper,incomplete,1,less_conv,convenient,problematic,recommended,priority
24,usual,proper,complete,1,critical,convenient,nonprob,priority,very_recom
25,usual,proper,complete,1,critical,convenient,nonprob,not_recom,spec_prior
26,usual,proper,complete,1,less_conv,inconv,slightly_prob,recommended,not_recom
27,usual,proper,complete,1,critical,inconv,slightly_prob,priority,very_recom
28,usual,proper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
29,usual,proper,complete,1,critical,inconv,problematic,recommended,very_recom
30,usual,proper,incomplete,1,critical,inconv,slightly_prob,priority,very_recom
31,usual,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
32,usual,proper,incomplete,1,less_conv,inconv,nonprob,recommended,priority
33,usual,proper,complete,1,critical,inconv,problematic,priority,priority
34,usual,proper,incomplete,1,critical,inconv,problematic,not_recom,spec_prior
35,usual,proper,complete,1,critical,convenient,nonprob,recommended,very_recom
36,usual,proper,complete,1,convenient,convenient,nonprob,priority,priority
37,usual,proper,incomplete,1,critical,convenient,slightly_prob,not_recom,spec_prior
38,usual,proper,complete,1,critical,convenient,problematic,recommended,very_recom
39,usual,proper,complete,1,convenient,convenient,problematic,priority,priority
40,usual,proper,complete,1,convenient,convenient,problematic,not_recom,spec_prior
41,usual,proper,incomplete,1,critical,convenient,nonprob,recommended,very_recom
42,usual,proper,incomplete,1,critical,convenient,nonprob,priority,priority
43,usual,proper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
44,usual,proper,incomplete,1,convenient,inconv,nonprob,recommended,very_recom
45,usual,proper,incomplete,1,critical,inconv,slightly_prob,priority,very_recom
46,usual,proper,complete,1,convenient,inconv,slightly_prob,not_recom,spec_prior
47,usual,proper,complete,1,critical,inconv,problematic,recommended,very_recom
48,usual,proper,complete,1,convenient,inconv,slightly_prob,priority,very_recom
49,usual,proper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
50,usual,proper,incomplete,1,critical,inconv,nonprob,recommended,very_recom
51,usual,proper,complete,1,critical,inconv,problematic,priority,priority
52,usual,proper,complete,1,critical,inconv,problematic,not_recom,not_recom
53,usual,proper,incomplete,2,less_conv,convenient,slightly_prob,recommended,very_recom
54,usual,proper,complete,2,less_conv,convenient,nonprob,priority,priority
55,usual,proper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
56,usual,proper,complete,2,less_conv,convenient,problematic,recommended,very_recom
57,usual,proper,complete,2,convenient,convenient,problematic,priority,priority
58,usual,proper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
59,usual,proper,complete,more,less_conv,convenient,problematic,recommended,priority
60,usual,proper,complete,more,convenient,convenient,problematic,priority,very_recom
61,usual,proper,complete,more,convenient,convenient,problematic,not_recom,spec_prior
62,usual,proper,complete,more,less_conv,inconv,nonprob,recommended,very_recom
63,usual,proper,complete,2,convenient,inconv,slightly_prob,priority,very_recom
64,usual,proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
65,usual,proper,complete,more,convenient,inconv,problematic,recommended,very_recom
66,usual,proper,complete,2,convenient,inconv,slightly_prob,priority,very_recom
67,usual,proper,incomplete,2,convenient,inconv,slightly_prob,not_recom,spec_prior
68,usual,proper,complete,2,less_conv,inconv,nonprob,recommended,very_recom
69,usual,proper,complete,2,less_conv,inconv,problematic,priority,priority
70,usual,proper,incomplete,more,convenient,inconv,problematic,not_recom,spec_prior
71,usual,proper,incomplete,more,critical,convenient,slightly_prob,recommended,very_recom
72,usual,proper,complete,2,critical,convenient,slightly_prob,priority,priority
73,usual,proper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
74,usual,proper,complete,2,critical,convenient,slightly_prob,recommended,not_recom
75,usual,proper,complete,more,less_conv,convenient,problematic,priority,priority
76,usual,proper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
77,usual,proper,complete,more,less_conv,convenient,nonprob,recommended,priority
78,usual,proper,complete,2,less_conv,convenient,problematic,priority,priority
79,usual,proper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
80,usual,proper,incomplete,more,critical,inconv,slightly_prob,recommended,very_recom
81,usual,proper,complete,2,critical,inconv,nonprob,priority,priority
82,usual,proper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
83,usual,proper,incomplete,more,less_conv,inconv,problematic,recommended,very_recom
84,usual,proper,complete,more,critical,inconv,slightly_prob,priority,very_recom
85,usual,proper,complete,2,less_conv,inconv,slightly_prob,not_recom,spec_prior
86,usual,proper,incomplete,more,critical,inconv,problematic,recommended,priority
87,usual,proper,complete,more,critical,inconv,problematic,priority,priority
88,usual,proper,complete,2,less_conv,inconv,problematic,not_recom,spec_prior
89,usual,proper,complete,more,critical,convenient,slightly_prob,recommended,very_recom
90,usual,proper,incomplete,more,convenient,convenient,slightly_prob,priority,very_recom
91,usual,proper,complete,more,critical,convenient,nonprob,not_recom,not_recom
92,usual,proper,complete,more,critical,convenient,slightly_prob,recommended,very_recom
93,usual,proper,complete,2,convenient,convenient,problematic,priority,priority
94,usual,proper,complete,2,convenient,convenient,slightly_prob,not_recom,spec_prior
95,usual,proper,incomplete,2,convenient,convenient,nonprob,recommended,priority
96,usual,proper,incomplete,more,critical,convenient,nonprob,priority,priority
97,usual,proper,complete,more,critical,convenient,problematic,not_recom,spec_prior
98,usual,proper,complete,2,critical,inconv,nonprob,recommended,very_recom
99,usual,proper,incomplete,2,convenient,inconv,slightly_prob,priority,priority
100,usual,proper,complete,2,critical,inconv,nonprob,not_recom,spec_prior
101,usual,proper,incomplete,2,critical,inconv,slightly_prob,recommended,priority
102,usual,proper,incomplete,2,convenient,inconv,slightly_prob,priority,very_recom
103,usual,proper,complete,more,critical,inconv,problematic,not_recom,not_recom
104,usual,proper,complete,2,critical,inconv,problematic,recommended,very_recom
105,usual,proper,complete,more,critical,inconv,problematic,priority,priority
106,usual,proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
107,usual,proper,incomplete,3,convenient,convenient,nonprob,recommended,very_recom
108,usual,proper,complete,3,convenient,convenient,slightly_prob,priority,priority
109,usual,proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
110,usual,proper,complete,3,less_conv,convenient,slightly_prob,recommended,very_recom
111,usual,proper,complete,3,convenient,convenient,problematic,priority,very_recom
112,usual,proper,complete,3,less_conv,convenient,slightly_prob,not_recom,spec_prior
113,usual,proper,incomplete,3,convenient,convenient,problematic,recommended,priority
114,usual,proper,complete,3,convenient,convenient,problematic,priority,very_recom
115,usual,proper,incomplete,3,convenient,convenient,nonprob,not_recom,spec_prior
116,usual,proper,complete,3,less_conv,inconv,nonprob,recommended,very_recom
117,usual,proper,incomplete,3,convenient,inconv,nonprob,priority,very_recom
118,usual,proper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
119,usual,proper,incomplete,3,less_conv,inconv,problematic,recommended,priority
120,usual,proper,incomplete,3,convenient,inconv,slightly_prob,priority,very_recom
121,usual,proper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
122,usual,proper,complete,3,convenient,inconv,problematic,recommended,very_recom
123,usual,proper,complete,3,convenient,inconv,nonprob,priority,priority
124,usual,proper,incomplete,3,convenient,inconv,problematic,not_recom,spec_prior
125,usual,proper,complete,3,less_conv,convenient,slightly_prob,recommended,priority
126,usual,proper,incomplete,3,less_conv,convenient,nonprob,priority,priority
127,usual,proper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
128,usual,proper,complete,3,critical,convenient,problematic,recommended,priority
129,usual,proper,complete,3,critical,convenient,slightly_prob,priority,very_recom
130,usual,proper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
131,usual,proper,incomplete,3,critical,convenient,problematic,recommended,priority
132,usual,proper,incomplete,3,critical,convenient,problematic,priority,very_recom
133,usual,proper,incomplete,3,less_conv,convenient,nonprob,not_recom,spec_prior
134,usual,proper,incomplete,3,less_conv,inconv,nonprob,recommended,very_recom
135,usual,proper,complete,3,less_conv,inconv,slightly_prob,priority,priority
136,usual,proper,complete,3,critical,inconv,nonprob,not_recom,spec_prior
137,usual,proper,complete,3,critical,inconv,problematic,recommended,priority
138,usual,proper,incomplete,3,critical,inconv,problematic,priority,very_recom
139,usual,proper,complete,3,less_conv,inconv,slightly_prob,not_recom,spec_prior
140,usual,proper,incomplete,3,critical,inconv,nonprob,recommended,priority
141,usual,proper,incomplete,3,less_conv,inconv,problematic,priority,priority
142,usual,proper,complete,3,less_conv,inconv,problematic,not_recom,spec_prior
143,usual,proper,complete,3,critical,convenient,nonprob,recommended,priority
144,usual,proper,incomplete,3,critical,convenient,slightly_prob,priority,priority
145,usual,proper,incomplete,3,critical,convenient,nonprob,not_recom,not_recom
146,usual,proper,complete,3,critical,convenient,slightly_prob,recommended,priority
147,usual,proper,complete,3,convenient,convenient,slightly_prob,priority,very_recom
148,usual,proper,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
149,usual,proper,incomplete,3,critical,convenient,problematic,recommended,priority
150,usual,proper,incomplete,3,convenient,convenient,nonprob,priority,very_recom
151,usual,proper,incomplete,3,critical,convenient,problematic,not_recom,not_recom
152,usual,proper,incomplete,3,critical,inconv,nonprob,recommended,very_recom
153,usual,proper,complete,3,critical,inconv,slightly_prob,priority,priority
154,usual,proper,complete,3,critical,inconv,nonprob,not_recom,not_recom
155,usual,proper,complete,3,critical,inconv,slightly_prob,recommended,priority
156,usual,proper,complete,3,convenient,inconv,problematic,priority,priority
157,usual,proper,incomplete,3,critical,inconv,slightly_prob,not_recom,spec_prior
158,usual,proper,complete,3,convenient,inconv,problematic,recommended,priority
159,usual,proper,incomplete,3,critical,inconv,problematic,priority,priority
160,usual,proper,complete,3,critical,inconv,problematic,not_recom,spec_prior
161,usual,proper,complete,2,convenient,convenient,nonprob,recommended,not_recom
162,usual,proper,incomplete,2,convenient,convenient,nonprob,priority,very_recom
163,usual,proper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
164,usual,proper,complete,2,convenient,convenient,slightly_prob,recommended,not_recom
165,usual,proper,complete,more,convenient,convenient,problematic,priority,very_recom
166,usual,proper,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recom
167,usual,proper,complete,more,convenient,convenient,problematic,recommended,priority
168,usual,proper,incomplete,2,less_conv,convenient,nonprob,priority,very_recom
169,usual,proper,incomplete,more,convenient,convenient,problematic,not_recom,spec_prior
170,usual,proper,incomplete,2,convenient,inconv,nonprob,recommended,priority
171,usual,proper,complete,2,less_conv,inconv,nonprob,priority,priority
172,usual,proper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
173,usual,proper,complete,more,convenient,inconv,problematic,recommended,very_recom
174,usual,proper,incomplete,more,convenient,inconv,problematic,priority,very_recom
175,usual,proper,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
176,usual,proper,complete,more,less_conv,inconv,problematic,recommended,priority
177,usual,proper,complete,more,less_conv,inconv,problematic,priority,very_recom
178,usual,proper,complete,more,convenient,inconv,problematic,not_recom,not_recom
179,usual,proper,incomplete,more,critical,convenient,nonprob,recommended,priority
180,usual,proper,incomplete,2,critical,convenient,nonprob,priority,priority
181,usual,proper,complete,2,less_conv,convenient,slightly_prob,not_recom,spec_prior
182,usual,proper,complete,more,critical,convenient,problematic,recommended,very_recom
183,usual,proper,complete,more,less_conv,convenient,slightly_prob,priority,very_recom
184,usual,proper,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
185,usual,proper,complete,2,critical,convenient,nonprob,recommended,priority
186,usual,proper,incomplete,more,critical,convenient,nonprob,priority,very_recom
187,usual,proper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
188,usual,proper,incomplete,more,less_conv,inconv,nonprob,recommended,very_recom
189,usual,proper,complete,more,critical,inconv,nonprob,priority,very_recom
190,usual,proper,complete,more,less_conv,inconv,nonprob,not_recom,spec_prior
191,usual,proper,complete,more,less_conv,inconv,problematic,recommended,priority
192,usual,proper,complete,2,less_conv,inconv,problematic,priority,priority
193,usual,proper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
194,usual,proper,complete,more,less_conv,inconv,problematic,recommended,very_recom
195,usual,proper,complete,more,critical,inconv,nonprob,priority,very_recom
196,usual,proper,complete,2,critical,inconv,nonprob,not_recom,spec_prior
197,usual,proper,complete,2,critical,convenient,slightly_prob,recommended,very_recom
198,usual,proper,complete,2,critical,convenient,slightly_prob,priority,very_recom
199,usual,proper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
200,usual,proper,complete,more,critical,convenient,slightly_prob,recommended,very_recom
201,usual,proper,complete,more,critical,convenient,problematic,priority,priority
202,usual,proper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom
203,usual,proper,complete,more,critical,convenient,problematic,recommended,very_recom
204,usual,proper,incomplete,more,convenient,convenient,problematic,priority,priority
205,usual,proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
206,usual,proper,incomplete,more,convenient,inconv,nonprob,recommended,priority
207,usual,proper,complete,2,critical,inconv,nonprob,priority,very_recom
208,usual,proper,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom
209,usual,proper,incomplete,more,convenient,inconv,slightly_prob,recommended,very_recom
210,usual,proper,incomplete,2,critical,inconv,slightly_prob,priority,priority
211,usual,proper,complete,more,convenient,inconv,problematic,not_recom,not_recom
212,usual,proper,complete,more,critical,inconv,nonprob,recommended,very_recom
213,usual,proper,incomplete,more,critical,inconv,nonprob,priority,priority
214,usual,proper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
215,usual,proper,complete,1,convenient,convenient,nonprob,recommended,very_recom
216,usual,proper,complete,1,convenient,convenient,nonprob,priority,priority
217,usual,proper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
218,usual,proper,completed,1,convenient,convenient,problematic,recommended,very_recom
219,usual,proper,completed,1,convenient,convenient,problematic,priority,priority
220,usual,proper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
221,usual,proper,completed,1,less_conv,convenient,problematic,recommended,priority
222,usual,proper,complete,1,less_conv,convenient,problematic,priority,priority
223,usual,proper,complete,1,convenient,convenient,problematic,not_recom,not_recom
224,usual,proper,complete,1,convenient,inconv,nonprob,recommended,not_recom
225,usual,proper,complete,1,convenient,inconv,slightly_prob,priority,priority
226,usual,proper,completed,1,less_conv,inconv,nonprob,not_recom,not_recom
227,usual,proper,completed,1,convenient,inconv,problematic,recommended,not_recom
228,usual,proper,complete,1,convenient,inconv,slightly_prob,priority,very_recom
229,usual,proper,completed,1,convenient,inconv,slightly_prob,not_recom,not_recom
230,usual,proper,completed,1,convenient,inconv,nonprob,recommended,priority
231,usual,proper,completed,1,less_conv,inconv,problematic,priority,priority
232,usual,proper,complete,1,convenient,inconv,problematic,not_recom,not_recom
233,usual,proper,completed,1,less_conv,convenient,nonprob,recommended,very_recom
234,usual,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
235,usual,proper,completed,1,critical,convenient,slightly_prob,not_recom,spec_prior
236,usual,proper,complete,1,less_conv,convenient,problematic,recommended,very_recom
237,usual,proper,completed,1,less_conv,convenient,slightly_prob,priority,priority
238,usual,proper,completed,1,less_conv,convenient,problematic,not_recom,not_recom
239,usual,proper,complete,1,critical,convenient,nonprob,recommended,very_recom
240,usual,proper,completed,1,less_conv,convenient,problematic,priority,priority
241,usual,proper,complete,1,less_conv,convenient,nonprob,not_recom,spec_prior
242,usual,proper,completed,1,critical,inconv,slightly_prob,recommended,very_recom
243,usual,proper,complete,1,critical,inconv,nonprob,priority,priority
244,usual,proper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
245,usual,proper,complete,1,less_conv,inconv,problematic,recommended,very_recom
246,usual,proper,complete,1,less_conv,inconv,problematic,priority,very_recom
247,usual,proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
248,usual,proper,completed,1,critical,inconv,problematic,recommended,very_recom
249,usual,proper,completed,1,less_conv,inconv,problematic,priority,very_recom
250,usual,proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
251,usual,proper,completed,1,convenient,convenient,slightly_prob,recommended,very_recom
252,usual,proper,complete,1,convenient,convenient,slightly_prob,priority,priority
253,usual,proper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
254,usual,proper,complete,1,critical,convenient,slightly_prob,recommended,very_recom
255,usual,proper,completed,1,critical,convenient,problematic,priority,priority
256,usual,proper,completed,1,convenient,convenient,problematic,not_recom,spec_prior
257,usual,proper,complete,1,convenient,convenient,problematic,recommended,priority
258,usual,proper,complete,1,critical,convenient,problematic,priority,very_recom
259,usual,proper,completed,1,convenient,convenient,nonprob,not_recom,spec_prior
260,usual,proper,complete,1,critical,inconv,slightly_prob,recommended,priority
261,usual,proper,completed,1,convenient,inconv,slightly_prob,priority,priority
262,usual,proper,complete,1,critical,inconv,nonprob,not_recom,not_recom
263,usual,proper,complete,1,critical,inconv,slightly_prob,recommended,very_recom
264,usual,proper,completed,1,critical,inconv,slightly_prob,priority,very_recom
265,usual,proper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
266,usual,proper,completed,1,convenient,inconv,nonprob,recommended,priority
267,usual,proper,completed,1,convenient,inconv,problematic,priority,very_recom
268,usual,proper,completed,1,convenient,inconv,problematic,not_recom,not_recom
269,usual,proper,completed,2,convenient,convenient,nonprob,recommended,very_recom
270,usual,proper,complete,2,convenient,convenient,nonprob,priority,priority
271,usual,proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
272,usual,proper,complete,more,convenient,convenient,slightly_prob,recommended,very_recom
273,usual,proper,completed,more,less_conv,convenient,problematic,priority,priority
274,usual,proper,completed,2,convenient,convenient,problematic,not_recom,spec_prior
275,usual,proper,completed,2,less_conv,convenient,nonprob,recommended,priority
276,usual,proper,complete,2,convenient,convenient,problematic,priority,very_recom
277,usual,proper,completed,2,less_conv,convenient,problematic,not_recom,not_recom
278,usual,proper,completed,2,less_conv,inconv,slightly_prob,recommended,very_recom
279,usual,proper,complete,more,less_conv,inconv,nonprob,priority,priority
280,usual,proper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
281,usual,proper,completed,2,convenient,inconv,problematic,recommended,very_recom
282,usual,proper,complete,2,convenient,inconv,slightly_prob,priority,priority
283,usual,proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
284,usual,proper,completed,2,less_conv,inconv,problematic,recommended,priority
285,usual,proper,complete,2,convenient,inconv,nonprob,priority,priority
286,usual,proper,completed,more,convenient,inconv,problematic,not_recom,not_recom
287,usual,proper,completed,more,less_conv,convenient,slightly_prob,recommended,very_recom
