,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,great_pret,proper,foster,2,convenient,convenient,problematic,priority,priority
1,great_pret,proper,foster,2,less_conv,convenient,problematic,recommended,not_recom
2,great_pret,proper,foster,2,convenient,convenient,nonprob,not_recom,recommend
3,great_pret,proper,complete,1,less_conv,convenient,nonprob,priority,priority
4,great_pret,proper,foster,2,less_conv,convenient,nonprob,not_recom,spec_prior
5,great_pret,proper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
6,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
7,great_pret,proper,foster,2,less_conv,convenient,slightly_prob,not_recom,spec_prior
8,usual,proper,complete,2,less_conv,inconv,problematic,not_recom,very_recom
9,usual,proper,foster,2,less_conv,inconv,problematic,priority,priority
10,usual,proper,complete,2,less_conv,inconv,problematic,recommended,not_recom
11,usual,proper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
12,great_pret,proper,foster,2,less_conv,inconv,nonprob,priority,priority
13,usual,proper,foster,2,less_conv,inconv,nonprob,recommended,spec_prior
14,usual,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,priority
15,great_pret,proper,foster,2,less_conv,inconv,problematic,priority,priority
16,great_pret,proper,complete,2,less_conv,inconv,problematic,recommended,spec_prior
17,great_pret,proper,foster,2,critical,convenient,nonprob,not_recom,not_recom
18,great_pret,proper,foster,2,critical,convenient,problematic,priority,priority
19,great_pret,proper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
20,great_pret,proper,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
21,great_pret,proper,foster,1,critical,convenient,nonprob,priority,priority
22,great_pret,proper,foster,2,critical,convenient,nonprob,recommended,spec_prior
23,great_pret,proper,foster,1,critical,convenient,problematic,not_recom,priority
24,great_pret,proper,foster,2,less_conv,convenient,slightly_prob,priority,priority
25,great_pret,proper,foster,2,less_conv,convenient,problematic,recommended,not_recom
26,great_pret,proper,foster,2,less_conv,inconv,problematic,not_recom,very_recom
27,usual,proper,foster,2,critical,inconv,nonprob,priority,priority
28,great_pret,proper,foster,2,critical,inconv,nonprob,recommended,not_recom
29,great_pret,proper,foster,2,critical,inconv,nonprob,not_recom,not_recom
30,usual,proper,complete,1,critical,inconv,slightly_prob,priority,priority
31,great_pret,proper,foster,2,critical,inconv,slightly_prob,recommended,spec_prior
32,great_pret,proper,foster,1,critical,inconv,slightly_prob,not_recom,priority
33,great_pret,proper,foster,2,less_conv,inconv,slightly_prob,priority,priority
34,great_pret,proper,foster,1,critical,inconv,slightly_prob,recommended,spec_prior
35,usual,proper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
36,great_pret,proper,foster,2,convenient,convenient,problematic,priority,priority
37,great_pret,proper,foster,1,convenient,convenient,problematic,recommended,spec_prior
38,great_pret,proper,foster,2,critical,convenient,nonprob,not_recom,not_recom
39,great_pret,proper,foster,2,critical,convenient,nonprob,priority,priority
40,great_pret,proper,foster,2,convenient,convenient,slightly_prob,recommended,spec_prior
41,great_pret,proper,foster,2,convenient,convenient,slightly_prob,not_recom,priority
42,usual,proper,foster,2,convenient,convenient,slightly_prob,priority,priority
43,great_pret,proper,complete,1,convenient,convenient,slightly_prob,recommended,spec_prior
44,great_pret,proper,foster,2,convenient,inconv,problematic,not_recom,not_recom
45,great_pret,proper,foster,2,convenient,inconv,nonprob,priority,priority
46,usual,proper,foster,2,convenient,inconv,problematic,recommended,spec_prior
47,usual,proper,foster,2,convenient,inconv,nonprob,not_recom,very_recom
