,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
0,usual,very_crit,incomplete,1,convenient,convenient,problematic,priority,priority
1,pretentious,very_crit,incomplete,1,critical,convenient,problematic,not_recom,not_recom
2,pretentious,very_crit,incomplete,1,critical,convenient,slightly_prob,recommended,recommend
3,pretentious,very_crit,incomplete,1,convenient,convenient,slightly_prob,priority,priority
4,usual,proper,complete,1,convenient,convenient,slightly_prob,not_recom,very_recom
5,usual,very_crit,incomplete,1,critical,convenient,problematic,recommended,priority
6,pretentious,very_crit,incomplete,1,convenient,convenient,problematic,priority,not_recom
7,pretentious,proper,complete,1,convenient,convenient,problematic,not_recom,not_recom
8,usual,very_crit,complete,1,critical,inconv,problematic,recommended,spec_prior
9,pretentious,very_crit,incomplete,1,convenient,inconv,problematic,priority,not_recom
10,usual,very_crit,incomplete,1,critical,inconv,problematic,not_recom,very_recom
11,usual,proper,incomplete,1,convenient,inconv,nonprob,recommended,very_recom
12,usual,proper,complete,1,critical,inconv,nonprob,priority,not_recom
13,pretentious,proper,complete,1,convenient,inconv,slightly_prob,not_recom,very_recom
14,usual,very_crit,complete,1,convenient,inconv,problematic,recommended,priority
15,pretentious,very_crit,complete,1,convenient,inconv,problematic,priority,priority
16,usual,very_crit,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
17,usual,proper,incomplete,1,less_conv,convenient,problematic,recommended,spec_prior
18,pretentious,proper,complete,1,less_conv,convenient,nonprob,priority,not_recom
19,pretentious,very_crit,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
20,usual,very_crit,incomplete,1,less_conv,convenient,slightly_prob,recommended,spec_prior
21,usual,very_crit,complete,1,less_conv,convenient,nonprob,priority,not_recom
22,usual,proper,complete,1,less_conv,convenient,nonprob,not_recom,very_recom
23,usual,very_crit,complete,1,less_conv,convenient,problematic,recommended,priority
24,usual,very_crit,incomplete,1,less_conv,convenient,problematic,priority,not_recom
25,usual,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
26,pretentious,very_crit,complete,1,less_conv,inconv,problematic,recommended,very_recom
27,pretentious,proper,incomplete,1,less_conv,inconv,nonprob,priority,priority
28,pretentious,proper,incomplete,1,less_conv,inconv,problematic,not_recom,very_recom
29,usual,very_crit,incomplete,1,less_conv,inconv,nonprob,recommended,very_recom
30,usual,very_crit,incomplete,1,less_conv,inconv,nonprob,priority,priority
31,pretentious,proper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
32,pretentious,proper,complete,1,less_conv,inconv,slightly_prob,recommended,priority
33,usual,very_crit,complete,1,less_conv,inconv,slightly_prob,priority,priority
34,pretentious,very_crit,complete,1,less_conv,inconv,slightly_prob,not_recom,very_recom
35,pretentious,very_crit,incomplete,1,critical,convenient,problematic,recommended,very_recom
36,usual,proper,incomplete,1,critical,convenient,problematic,priority,not_recom
37,pretentious,proper,complete,1,convenient,convenient,problematic,not_recom,very_recom
38,usual,proper,incomplete,1,convenient,convenient,nonprob,recommended,very_recom
39,pretentious,proper,incomplete,1,critical,convenient,slightly_prob,priority,priority
40,pretentious,very_crit,incomplete,1,convenient,convenient,slightly_prob,not_recom,very_recom
41,usual,proper,complete,1,critical,convenient,problematic,recommended,priority
42,pretentious,very_crit,complete,1,convenient,convenient,slightly_prob,priority,not_recom
43,pretentious,very_crit,incomplete,1,critical,convenient,problematic,not_recom,very_recom
44,usual,proper,complete,1,critical,inconv,nonprob,recommended,spec_prior
